SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2,16h Raw Mean,Plate IQM,16h Normalized Mean
S=C(OC1C2C3CCCC3C(C1)C2)S[K],11-1,A02,0.047,0.051,0.049,1.2469625,0.039295488
O=C([C@H]1CC[C@H](O)CC1)O,11-1,A03,1.255,1.23,1.2425,1.2469625,0.996421304
CC1=CC2=C(N1)N=CN=C2OC1=C(C)C=CC(C(NC2=CC=C(CN3CCN(CC)CC3)C(C(F)(F)F)=C2)=O)=C1,11-1,A04,1.168,1.165,1.1665,1.2469625,0.9354732
OC1=CC(CO)=CC=C1,11-1,A05,1.267,1.25,1.2585,1.2469625,1.009252484
O[C@@H]1[C@@]2([H])O[Au+][SH-]C2O[C@H](CO)[C@H]1O,11-1,A06,0.98,0.983,0.9815,1.2469625,0.787112684
O=C([C@@H]1N2C(=O)[C@@H](NC(C3=C(C)ON=C3C3=C(Cl)C=CC=C3F)=O)[C@@]2([H])SC1(C)C)O[Na],11-1,A07,0.05,0.046,0.048,1.2469625,0.038493539
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=C(N=C=S)C=C2,11-1,A08,1.282,1.258,1.27,1.2469625,1.018474894
CN[C@@H]1CC2=CC=CC3=C2N(C1)C(=O)N3,11-1,A09,1.289,1.25,1.2695,1.2469625,1.01807392
O=CC1=COC=C1,11-1,A10,1.3,1.269,1.2845,1.2469625,1.030103151
C[C@@H](O)CCO,11-1,A11,1.302,1.284,1.293,1.2469625,1.036919715
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C(N=C=S)=CC=C2,11-1,B02,1.265,1.237,1.251,1.2469625,1.003237868
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=CC(C(O)=O)=C2,11-1,B03,1.263,1.243,1.253,1.2469625,1.004841765
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=C(C(O)=O)C=C2,11-1,B04,1.262,1.248,1.255,1.2469625,1.006445663
O=C1NC(=O)C(C(O)=O)=CN1,11-1,B05,1.262,1.24,1.251,1.2469625,1.003237868
NC1=NC(OC)=NC=C1,11-1,B06,1.281,1.271,1.276,1.2469625,1.023286586
O=C(N(CC(C(O)=O)CC1=CC=CC=C1)O)CC1=CC=CC=C1,11-1,B07,1.282,1.256,1.269,1.2469625,1.017672945
O=C(N1CCN(CC(N2CCOCC2)=O)CC1)N1[C@](C)(C2=CC=C(Cl)C=C2)[C@](C)(C2=CC=C(Cl)C=C2)N=C1C1=CC=C(C(C)(C)C)C=C1OCC,11-1,B08,0.575,0.773,0.674,1.2469625,0.540513448
N=C(C1=CC=CC(C[C@@H](C(OC)=O)[C@H](NC(C2=CC=C(C3=CC=[N+]([O-])C=C3)C=C2)=O)C)=C1)N,11-1,B09,1.29,1.267,1.2785,1.2469625,1.025291458
O=C(O)[C@@H]1[C@@H]([C@@](N)(CC2C3=C(C=CC=C3)OC3=C2C=CC=C3)C(O)=O)C1,11-1,B10,1.302,1.282,1.292,1.2469625,1.036117766
N[C@@H](CC1=CC=CC=C1)C1=NC=CS1,11-1,B11,1.313,1.298,1.3055,1.2469625,1.046944074
[H][C@]12[C@]3([H])[C@@H](OC(S[K])=S)C[C@]([H])([C@@]1([H])CCC2)C3,11-1,C02,0.048,0.048,0.048,1.2469625,0.038493539
O=C(O)[C@@H]1NCCC1,11-1,C03,1.264,1.25,1.257,1.2469625,1.00804956
O=C1[C@H](C)NC(=O)CN1,11-1,C04,1.254,1.25,1.252,1.2469625,1.004039817
O=C(C1=C(N([C@H]2CC[C@H](O)CC2)C([C@H]2CC[C@H](C)CC2)=O)C=C(C#CC(C)(C)C)S1)O,11-1,C05,1.034,0.938,0.986,1.2469625,0.790721453
O=C(OC)[C@H](CC1C=NC=N1)NCC12C[C@H]3C[C@@H](C1)C[C@H](C3)C2,11-1,C06,1.238,1.259,1.2485,1.2469625,1.001232996
O=C(O)C(CCCC)O,11-1,C07,1.236,1.249,1.2425,1.2469625,0.996421304
CCC[C@H](C1=CC2=C(C=C1)OCO2)NC(N1[C@@H](OC2=CC=C(C(N3CCN(C)CC3)=O)C=C2)C(CC)(CC)C1=O)=O,11-1,C08,1.361,1.393,1.377,1.2469625,1.104283409
O=CC1=CC=CC(O)=C1,11-1,C09,1.262,1.263,1.2625,1.2469625,1.012460278
O=C(OC)CC1=CC=CC=C1,11-1,C10,1.277,1.258,1.2675,1.2469625,1.016470022
O=C(O[Na])CNC(C1=CC=C(N)C=C1)=O,11-1,C11,1.31,1.289,1.2995,1.2469625,1.042132382
N1=CC=CN1,11-1,D02,1.268,1.236,1.252,1.2469625,1.004039817
O=C1[C@]([H])([C@@H](C)O)[C@@H]2N1C(C(O[Na])=O)=C([C@@H]1OCCC1)S2,11-1,D03,0.048,0.051,0.0495,1.2469625,0.039696462
O=C1C(C(NNC(CCCCCCCCCCCC)=O)=O)=C(O)C2=CC=CC=C2N1CC,11-1,D04,1.091,1.217,1.154,1.2469625,0.925448841
OC1=C([C@@H](C2=CC=CC=C2)CCN(C(C)C)C(C)C)C=C(CO)C=C1,11-1,D05,1.24,1.239,1.2395,1.2469625,0.994015458
OC1=C(C(C2=CC=CC=C2)CCN(C(C)C)C(C)C)C=C(CO)C=C1,11-1,D06,1.226,1.231,1.2285,1.2469625,0.985194021
O=C1C2=CC=CC(O)=C2CCC1,11-1,D07,1.224,1.218,1.221,1.2469625,0.979179406
O=C(NC1=NC2=CC=CC=C2N1)C1=CC=CC([N+]([O-])=O)=C1,11-1,D08,1.213,1.216,1.2145,1.2469625,0.973966739
CC1(C)C=CC2=CC(C(C)=O)=CC=C2O1,11-1,D09,1.252,1.273,1.2625,1.2469625,1.012460278
CC1=CC(=O)C(C(C)C)=C/C1=N\O,11-1,D10,1.258,1.254,1.256,1.2469625,1.007247612
O=C(OC)C1=CNC2=CC=CC=C12,11-1,D11,1.29,1.28,1.285,1.2469625,1.030504125
CC(O)CCO,11-1,E02,1.256,1.23,1.243,1.2469625,0.996822278
CCOC(=O)CCN(C(=O)C1=CC=C2C(=C1)N=C(CNC1=CC=C(C(=N)N)C=C1)N2C)C1=CC=CC=N1,11-1,E03,1.27,1.257,1.2635,1.2469625,1.013262227
O=CC1=CC=CN1,11-1,E04,1.228,1.248,1.238,1.2469625,0.992812534
O=CC[C@H](O)[C@H](O)CO,11-1,E05,1.239,1.26,1.2495,1.2469625,1.002034945
O=CC1=CC=CC=C1OC,11-1,E06,1.212,1.233,1.2225,1.2469625,0.980382329
O=CC1=CC=CC(C)=C1,11-1,E07,1.209,1.229,1.219,1.2469625,0.977575508
O[C@@H](C)C1=CC=CC=C1,11-1,E08,1.223,1.233,1.228,1.2469625,0.984793047
C[C@H](C1=CC=C(CC(C)C)C=C1)C(O)=O,11-1,E09,1.255,1.292,1.2735,1.2469625,1.021281715
O=C[C@H]([C@@H]([C@H](CO)O)O)O,11-1,E10,1.253,1.244,1.2485,1.2469625,1.001232996
O=C(NC1=CC(C)=NC2=C(F)C=C(F)C=C12)NC1=CC=C(N(C)C)C=C1,11-1,E11,1.304,1.298,1.301,1.2469625,1.043335305
C[C@H](O)CO,11-1,F02,1.249,1.228,1.2385,1.2469625,0.993213509
O=C(CC1=CC=CC(OC(F)(F)F)=C1)NC1=NN=C(CCCCC2=NN=C(N)S2)C=C1,11-1,F03,1.283,1.275,1.279,1.2469625,1.025692433
O=C1N(C2=CC=C(C)C(NC(C=C)=O)=C2)C2=C(C=C1)C=NC1=CC=C(C3=CC=C(NS(=O)(C)=O)C=C3)C=C21,11-1,F04,1.251,1.257,1.254,1.2469625,1.005643714
O=C1C2=C(OC(C3=CC=CN=C3)=N2)C(=O)C2=CC=CC=C12,11-1,F05,0.047,0.045,0.046,1.2469625,0.036889642
O=C1[C@]2([H])CC3=C([C@H](C4=CC=C5OCOC5=C4)N2C(=O)CN1C)NC1=C3C=CC=C1,11-1,F06,1.265,1.302,1.2835,1.2469625,1.029301202
O=C1N(C2C(NC(CC2)=O)=O)CC3=C(N)C=CC=C31.[0.5 H2O],11-1,F07,1.227,1.261,1.244,1.2469625,0.997624227
C=CCN1CCC2=C(CC1)SC(N)=N2,11-1,F08,1.227,1.256,1.2415,1.2469625,0.995619355
O=C(O[C@@]1([H])C[N@]2CC[C@@H]1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,11-1,F09,1.252,1.245,1.2485,1.2469625,1.001232996
O[C@H]1[C@]([H])(O[C@H]2[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@]3([H])[C@@](C)([C@@H](CC)OC(=O)[C@H](C)C(=O)[C@@H]2C)OC(=O)N3CCCCN2C=C(C3=CC=CN=C3)N=C2)O[C@H](C)C[C@@H]1N(C)C,11-1,F10,0.074,0.071,0.0725,1.2469625,0.058141283
OC1=CC=C2C(=C1)CC[C@H](C1=CC=CC=C1)[C@@H]2C1=CC=C(OCCN2CCCC2)C=C1,11-1,F11,0.153,0.323,0.238,1.2469625,0.190863799
O=C(OCC(CC)CCCC)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,11-1,G02,1.292,1.255,1.2735,1.2469625,1.021281715
O=C(C1=C(COC(C)=O)CS[C@@]2([H])N1C(=O)[C@H]2NC(/C(C1=CSC(N)=N1)=N\OC)=O)O[Na],11-1,G03,0.045,0.046,0.0455,1.2469625,0.036488667
O=C(O)CCC/C=C1\C[C@@]2([H])C[C@@H](O)[C@H](/C=C/[C@@H](O)C(C)CC#CC)[C@@]2([H])C1,11-1,G04,1.257,1.246,1.2515,1.2469625,1.003638842
[Na2[Fe(CN)5NO].2H2O],11-1,G05,1.263,1.275,1.269,1.2469625,1.017672945
O=C1[C@@H](O[C@]2([H])O[C@H](C)[C@@H](O)[C@H](O[C@]3([H])O[C@H](C)[C@H](O)[C@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@](O)(C)C4)C3)C2)[C@@]([C@H](OC)C([C@@H](O)[C@H](O)C)=O)([H])CC2=CC3=CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@]5([H])O[C@H](C)[C@@H](O)[C@H](O)C5)C4)=C(C)C(O)=C3C(O)=C12,11-1,G06,0.049,0.052,0.0505,1.2469625,0.040498411
O=C[C@H](NC(C)=O)[C@H]([C@@H]([C@@H](CO)O)O)O,11-1,G07,1.271,1.283,1.277,1.2469625,1.024088535
O=C(C1=C(COC(C)=O)CSC2N1C(=O)C2NC(CSC1=CC=NC=C1)=O)O[Na],11-1,G08,0.047,0.048,0.0475,1.2469625,0.038092565
O=C(C1=CN(CC)C2=C(C=CC(C3=CC=NC=C3)=C2)C1=O)O,11-1,G09,0.045,0.05,0.0475,1.2469625,0.038092565
COCCOC1=CN=C([N-]S(=O)(=O)C2=CC=CC=C2)N=C1,11-1,G10,1.274,1.249,1.2615,1.2469625,1.01165833
O=C(OCC)[C@H](CC1=CC=C(NC2=NC=CC3=C2C=NC=C3)C=C1)NC1=C(Br)C(=O)C12CCCCC2,11-1,G11,1.367,1.348,1.3575,1.2469625,1.088645408
O=C([C@H]1C(C)(C)S[C@]2([H])[C@H](/N=C/N3CCCCCC3)C(=O)N12)O,11-1,H02,1.079,1.074,1.0765,1.2469625,0.863297814
O=C(N[C@@H]1C(=O)N[C@H](CC)C(=O)N2[C@@]([H])(CCC2)C(=O)N(C)[C@@H](CC2=CC=C(N(C)C)C=C2)C(=O)N2[C@@]([H])(CC(=O)CC2)C(=O)N[C@@H](C2=CC=CC=C2)C(=O)O[C@@H]1C)C1=NC=CC=C1O,11-1,H03,0.048,0.047,0.0475,1.2469625,0.038092565
O=C1C(Br)=C(N[C@H](C(O)=O)CC2=CC=C(NC3=NC=CC4=CC=NC=C34)C=C2)C12CCCCC2,11-1,H04,1.275,1.268,1.2715,1.2469625,1.019677817
O=C(O)C1=NC=C(O)N=C1,11-1,H05,1.279,1.257,1.268,1.2469625,1.016870997
CCCCCCCC(/C=C/C1=CC=C(O)C(OC)=C1)=O,11-1,H06,0.241,0.342,0.2915,1.2469625,0.233768056
NC1=C2C(=NC=N1)NN=C2C1=CC=C(OC2=CC=CC=C2)C=C1,11-1,H07,1.276,1.27,1.273,1.2469625,1.02088074
O=C(C1=C(SC2CN(C3=NCCS3)C2)[C@H](C)[C@@]2([H])N1C(=O)[C@]2([H])[C@H](O)C)O,11-1,H08,0.045,0.045,0.045,1.2469625,0.036087693
O=C1CCC2=C(C)N=C(C)N=C2N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,11-1,H09,1.3,1.275,1.2875,1.2469625,1.032508997
O=C([C@H]1/C(=C/CO)O[C@]2([H])CC(=O)N12)O[Li],11-1,H10,0.046,0.046,0.046,1.2469625,0.036889642
O=C(O)C1=CC=C(N2C(=S)N(C3=CC=C(C#N)C(C(F)(F)F)=C3)C(=O)C2(C)C)C=C1F,11-1,H11,1.304,1.292,1.298,1.2469625,1.040929459
OC(CNC(C)C)COC1=CC=C(COCCOC(C)C)C=C1.OC(/C=C/C(O)=O)=O.[1/2],11-2,A02,1.216,1.211,1.2135,1.1864125,1.022831435
O=C(NCC1=C(C)C=C(C)NC1=O)C1=CC(C2=CC=C(N3CCN(CC4CC4)CC3)N=C2C)=CC(N(C(C2CC2)=O)CC)=C1C,11-2,A03,1.229,1.232,1.2305,1.1864125,1.037160347
O=C(C1=C(C(C)C)N(CC[C@H](O)C[C@H](O)CC(O)=O)C(C2=CC=C(F)C=C2)=C1C1=CC=CC=C1)NC1=CC=CC=C1,11-2,A04,1.208,1.203,1.2055,1.1864125,1.016088418
O=C(C(F)(F)CCCC)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,11-2,A05,1.228,1.22,1.224,1.1864125,1.031681645
OC1=C(O)C=CC(C[C@@](C)(C(O)=O)N)=C1.[1.5H2O],11-2,A06,1.245,1.23,1.2375,1.1864125,1.043060487
N12[O-][Zn+2]3(S=C1C=CC=C2)[O-]N1C=CC=CC1=S3,11-2,A07,0.047,0.048,0.0475,1.1864125,0.040036665
CN1[C@@H]2CC[C@H]1CC(OC(C1=CC=CC=C1)C1=CC=CC=C1)C2,11-2,A08,1.247,1.235,1.241,1.1864125,1.046010557
CC(C([O-])=O)C1=CC(OC2=CC=CC=C2)=CC=C1.O.[0.5Ca2+],11-2,A09,1.256,1.242,1.249,1.1864125,1.052753574
C[C@]1(/C2=C/C(N3)=C4C)C(C(/C=C(C(C)=C/5C=C)\NC5=C/C6=N/C(C(CCC(OC)=O)=C6C)=C\C3=C4CCC(O)=O)=N2)=CC=C(C(OC)=O)[C@H]1C(OC)=O.C[C@]7(/C8=C/C(N9)=C%10C)C(C(/C=C(C(C)=C/%11C=C)\NC%11=C/C%12=N/C(C(CCC(O)=O)=C%12C)=C\C9=C%10CCC(OC)=O)=N8)=CC=C(C(OC)=O)[C@H]7C(OC)=O,11-2,A10,0.11,0.116,0.113,1.1864125,0.095245119
O=C(C1=C(CSC2=NN=NN2C)CS[C@@]2([H])N1C(=O)[C@H]2NC([C@H](NC(N1C(=O)C(=O)N(CC)CC1)=O)C1=CC=C(O)C=C1)=O)O[Na],11-2,A11,0.045,0.046,0.0455,1.1864125,0.038350911
O=C(N)C(CC)N1C(=O)CCC1,11-2,B02,1.216,1.213,1.2145,1.1864125,1.023674312
O=C([C@H]1C(C)(C)S[C@]2([H])[C@H](NC([C@H](NC(N3CCNC3=O)=O)C3=CC=CC=C3)=O)C(=O)N12)O[Na],11-2,B03,0.046,0.048,0.047,1.1864125,0.039615227
O=C1C(CC(C)C)CN2CCC3=CC(OC)=C(OC)C=C3C2C1,11-2,B04,1.227,1.208,1.2175,1.1864125,1.026202944
O=C(C1=CC=C(OCCCCC2=CC=CC=C2)C=C1)NC3=C4C(C(C=C(C5=NN=NN5)O4)=O)=CC=C3.[1/2].O,11-2,B05,1.265,1.258,1.2615,1.1864125,1.063289539
CNC1=O[Gd+3]234567O=C(NC)CN2(CCN3(CCN4(CC(=O)[O-]5)C1)CC(=O)[O-]6)CC(=O)[O-]7,11-2,B06,1.203,1.188,1.1955,1.1864125,1.007659646
OCCOCCN(CC1)CCN1C2=NC(C=CC=C3)=C3SC4=C2C=CC=C4.O=C(O)/C=C/C(O)=O.[0.5],11-2,B07,1.23,1.211,1.2205,1.1864125,1.028731575
CC(C)(C)O/N=C/C1=C2C(=NC3=CC=CC=C13)C1=CC3=C(COC(=O)[C@]3(O)CC)C(=O)N1C2,11-2,B08,1.227,1.217,1.222,1.1864125,1.029995891
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12,11-2,B09,0.045,0.045,0.045,1.1864125,0.037929472
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1C2=C(C=CC=C2)C[C@H]1O,11-2,B10,1.28,1.276,1.278,1.1864125,1.077197012
O=C(C(C1=O)=CN2[C@@H](C)COC3=C(N4CCN(C)CC4)C(F)=CC1=C23)O.[0.5H2O],11-2,B11,0.046,0.046,0.046,1.1864125,0.038772349
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1,11-2,C02,0.047,0.047,0.047,1.1864125,0.039615227
N#[C-][Co+3]1234N5=CN(C6OC(CO)C(OP([O-])(=O)OC(C)CNC(=O)CCC7(C)C(CC(N)=O)C8C9(C)N1=C(C(CCC(N)=O)C9(CC(N)=O)C)C(C)=C1N2=C(C=C2C(C)(C)C(CCC(N)=O)C(=N32)C(C)=C7[N-]48)C(CCC(N)=O)C1(CC(N)=O)C)C6O)C1=C5C=C(C)C(C)=C1,11-2,C03,1.234,1.23,1.232,1.1864125,1.038424663
O=C1N2CCC[C@@]2([H])C(=O)N[C@H](C(N)=O)CSSCCC(=O)N[C@@H](CCCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@]1([H])CC1=CNC2=CC=CC=C12,11-2,C04,1.227,1.217,1.222,1.1864125,1.029995891
O=C([C@@H]1N2C(=O)[C@@H](NC([C@@H](C3=CC=C(O)C=C3)N)=O)[C@@]2([H])SC1(C)C)O[Na],11-2,C05,0.046,0.047,0.0465,1.1864125,0.039193788
NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,11-2,C06,1.243,1.225,1.234,1.1864125,1.040110417
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1,11-2,C07,0.046,0.046,0.046,1.1864125,0.038772349
O=S(C1=NC2=CC=C(OC)C=C2N1[Na])CC1=NC=C(C)C(OC)=C1C,11-2,C08,1.256,1.236,1.246,1.1864125,1.050224943
[H][C@@]12C(=O)CCC13CC[C@@H](C)C2(C)[C@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)C[C@@](C)(C=C)[C@@H](O)[C@@H]3C,11-2,C09,0.045,0.046,0.0455,1.1864125,0.038350911
O[C@H](CNCCOC1=CC=CC=C1OC)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,11-2,C10,1.208,1.212,1.21,1.1864125,1.019881365
O[C@@H](CNCCOC1=CC=CC=C1OC)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,11-2,C11,1.254,1.243,1.2485,1.1864125,1.052332136
O=P(C(Cl)(Cl)P(O)(O[Na])=O)(O)O[Na],11-2,D02,1.217,1.212,1.2145,1.1864125,1.023674312
C#C[C@]1(OC(CCCCCC)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C,11-2,D03,1.164,1.146,1.155,1.1864125,0.973523121
CC1[C@]2([H])[C@@](O)(C)[C@@H](CC)OC(=O)[C@H](C)[C@@]([H])(O[C@]3([H])O[C@@H](C)[C@H](O)[C@](C)(OC)C3)[C@H](C)[C@@H](O[C@]3([H])O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@](O)(C)C[C@@]([H])(C)[C@]1([H])N[C@@H](COCCOC)O2,11-2,D04,0.048,0.047,0.0475,1.1864125,0.040036665
C/C=C(/C)C(O[C@H]1C(C)=C[C@@]23[C@]1(O)[C@H](O)C(CO)=C[C@]([H])(C2=O)[C@@]1([H])[C@]([H])(C1(C)C)C[C@H]3C)=O,11-2,D05,1.218,1.195,1.2065,1.1864125,1.016931295
O=C([O-])C[C@H](O)C[C@H](O)/C=C/C1=C(C2=CC=C(F)C=C2)C3=CC=CC=C3N=C1C4CC4.[0.5Ca2+],11-2,D06,1.228,1.224,1.226,1.1864125,1.0333674
CC(C)[N+]1(C)[C@H]2CC[C@H]1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,11-2,D07,1.201,1.186,1.1935,1.1864125,1.005973892
O=S(C1=CC=C(N)C=C1)(N([Na])C1=NC(OC)=NC(OC)=C1)=O,11-2,D08,0.896,0.896,0.896,1.1864125,0.755217936
O=C1C(CC2=CC=C(C(C)C(O[Na])=O)C=C2)CCC1,11-2,D09,1.249,1.237,1.243,1.1864125,1.047696311
OC(COC1=C2C(=O)C=C(C(O[Na])=O)OC2=CC=C1)COC1=C2C(=O)C=C(C(O[Na])=O)OC2=CC=C1,11-2,D10,1.267,1.242,1.2545,1.1864125,1.057389399
O[C@@H](C[C@@H](O)CC(O[Na])=O)CC[C@H]1[C@@H](C)C=CC2=C[C@@H](O)C[C@H](OC([C@@H](C)CC)=O)[C@]12[H],11-2,D11,1.273,1.263,1.268,1.1864125,1.06876824
O=C(O[Na])C1=C(O)C=CC(/N=N/C2=CC(C(O[Na])=O)=C(O)C=C2)=C1,11-2,E02,1.237,1.227,1.232,1.1864125,1.038424663
O=C(C1=CC(S(=O)(N)=O)=C(Cl)C=C1NCC1=CC=CO1)O[Na],11-2,E03,1.237,1.232,1.2345,1.1864125,1.040531855
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,11-2,E04,0.599,0.763,0.681,1.1864125,0.573999347
O=C(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COC2=CC=CC(C(F)(F)F)=C2)[C@H](O)C[C@@H]1O,11-2,E05,1.125,1.145,1.135,1.1864125,0.956665578
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,11-2,E06,1.207,1.213,1.21,1.1864125,1.019881365
[H][C@]12SCC(CN3C=CC(=N)N3CCO)=C(C(=O)O)N1C(=O)[C@H]2NC(=O)/C(=N\OC)C1=CSC(N)=N1,11-2,E07,0.045,0.045,0.045,1.1864125,0.037929472
O=S(C1CC2=C/C(=N/NC(N)=O)C(=O)C=C2N1C)(O[Na])=O,11-2,E08,1.226,1.218,1.222,1.1864125,1.029995891
ClCC/C(C1=CC=CC=C1)=C(/C1=CC=C(OCCO)C=C1)C1=CC=CC=C1,11-2,E09,0.714,0.72,0.717,1.1864125,0.604342925
CC(N1CCN(C2=CC=C(OC[C@H]3O[C@](CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)OC3)C=C2)CC1)=O,11-2,E10,0.146,0.139,0.1425,1.1864125,0.120109995
OC[C@@]([C@](CC1)(C[C@@H](O[C@@](O[C@@H](C)[C@H](O)[C@H]2O)([H])[C@@H]2O)C3)O)([C@@H]3O)[C@]([C@@H](C[C@@]45C)O)([H])[C@]1([H])[C@]4(CC[C@@H]5C(CO6)=CC6=O)O.[8 H2O],11-2,E11,1.266,1.254,1.26,1.1864125,1.062025223
O=C1[C@@H](CC(C)C)CN2CCC3=CC(OC)=C(OC)C=C3[C@]2([H])C1.[relative stereochemistry],11-2,F02,1.218,1.207,1.2125,1.1864125,1.021988558
O=C([C@H]1N(C([C@@H](N[C@H](C(OCC)=O)CCC2=CC=CC=C2)C)=O)[C@@]2([H])CCCC[C@]2([H])C1)O,11-2,F03,1.241,1.224,1.2325,1.1864125,1.038846101
O=C([C@@H]1N2C(=O)[C@@H](NC([C@@H](C3=CC=CC=C3)N)=O)[C@@]2([H])SC1(C)C)O[Na],11-2,F04,0.046,0.046,0.046,1.1864125,0.038772349
OC([C@@H]1N(C2=O)[C@]([C@@H]2NC([C@@H](C3=CC=C(O)C=C3)N)=O)([H])SC1(C)C)=O.[3H2O],11-2,F05,0.046,0.045,0.0455,1.1864125,0.038350911
OC[C@@H]1[C@](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)([H])[C@H](O)[C@@H](O)[C@@H](O[C@@]([H])([C@@H]([C@H](C=O)O)O)[C@@H](CO)O)O1,11-2,F06,1.219,1.211,1.215,1.1864125,1.024095751
[H][C@]12CC[C@]([H])(C[C@@H](OC(=O)C(O)(C3=CC=CC=C3)C3=CC=CC=C3)C1)[N+]21CCCC1,11-2,F07,1.232,1.21,1.221,1.1864125,1.029153014
O[Si](O)=O.[0.75 Mg],11-2,F08,1.236,1.22,1.228,1.1864125,1.035053154
CC1=C2CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)OC2=C(C)C(C)=C1OC(=O)CCC(=O)OCCO,11-2,F09,1.347,1.33,1.3385,1.1864125,1.12819108
CC([C@@]1(OC(CCCCC)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O,11-2,F10,1.343,1.304,1.3235,1.1864125,1.115547923
O=C(C1=CNC2=C1C=CC=C2)O[C@@H]1C[C@]2([H])CC3C[C@@]([H])([N@@]2CC3=O)C1,11-2,F11,1.274,1.267,1.2705,1.1864125,1.070875433
O=S(C1=CC=C(N)C=C1)(N([Na])C1=NC=CC=N1)=O,11-2,G02,1.165,0.915,1.04,1.1864125,0.876592248
NC(C[C@H]1[C@@]2([H])[C@]3(C)N4=C([C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)C(C)=C3[C@](CC(N)=O)(C)[C@H](CCC(N)=O)C5=N3[Co+3]436([CH3-])N4=C([C@@H](CCC(N)=O)C(C)(C)C4=C5)C(C)=C([C@]1(C)CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@H](N4C5=CC(C)=C(C)C=C5N3=C4)[C@@]1(O)[H])[N-]26)=O,11-2,G03,1.257,1.254,1.2555,1.1864125,1.058232276
O=C(N1CCN(C2=NC(N)=C3C=C(OC)C(OC)=CC3=N2)CC1)[C@H]1OCCC1,11-2,G04,1.223,1.159,1.191,1.1864125,1.003866699
O=C(O[Na])C1=CC=CC=C1O,11-2,G05,1.222,1.206,1.214,1.1864125,1.023252874
NCCC[C@](N)(C(=O)O)C(F)F,11-2,G06,1.232,1.199,1.2155,1.1864125,1.024517189
O=C([C@]1(C)CCC[C@]2(C)C3=C(CC[C@@]12[H])C=C(C(C)C)C(S(=O)(O)=O)=C3)O[Na],11-2,G07,1.245,1.221,1.233,1.1864125,1.03926754
O=[S](O)(O)=O.O=C(C(C1=CC=CC=C1)CO)O[C@H]2C[C@@H](CC3)N(C)[C@@H]3C2.[1/2].O.[1/2],11-2,G08,1.231,1.206,1.2185,1.1864125,1.027045821
O=C(N1C[C@@](CCCC2)([H])[C@@]2([H])C1)C[C@@H](C([O-])=O)CC3=CC=CC=C3.[0.5Ca2+].O,11-2,G09,1.247,1.217,1.232,1.1864125,1.038424663
