SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2,16h Raw Mean,Plate IQM,16h Normalized Mean
O=C1[C@H](CC2=CC=C(OC)C=C2)COC2=C(C)C(O)=C(C)C(O)=C12,13-1,C02,1.116,1.121,1.1185,1.0335,1.082244799
O=C1C=C(OC)C[C@H](/C=C/C2=CC=C(OCO3)C3=C2)O1.[E],13-1,C03,1.077,1.074,1.0755,1.0335,1.040638607
O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)CO1,13-1,C04,1.019,1.011,1.015,1.0335,0.982099661
O[C@@H]1[C@@H](O)[C@H](O)CO[C@@]1([H])O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H](CO)[C@H](O)[C@@H](O)C=O)OC1,13-1,C05,1.012,0.994,1.003,1.0335,0.970488631
C=C(C)C(O[C@H]1CC2=C[C@@]([H])(C/C(C)=C/[C@]3([H])[C@]1([H])C(=C)C(=O)O3)OC2=O)=O,13-1,C06,1.012,1.017,1.0145,1.0335,0.981615868
OC[C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OC(/C=C/C2=CC(OC)=C(OC)C(OC)=C2)=O)[C@H](O)[C@@H](CO)O1,13-1,C07,0.984,0.979,0.9815,1.0335,0.949685535
C[C@@]12[C@]([H])(C[C@@H](O)[C@@]3([H])[C@@]1(C)CC[C@@H]3C(CCC=C(C)C)=C)[C@]1(C)[C@]([H])(C(C)(C)[C@@H](O[C@@]3([H])[C@H](O[C@]4([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@@H](CO)O3)CC1)CC2,13-1,C08,1.139,1.164,1.1515,1.0335,1.114175133
C=C1[C@@H]2CC[C@]3([H])[C@@](C2)([C@H]1O)CC[C@]1([H])C(C(O)=O)(C(O)=O)C[C@@H](O[C@H]2[C@H](OC(CC(C)C)=O)[C@@H](OS(=O)(O[K])=O)[C@H](OS(=O)(O[K])=O)[C@@H](CO)O2)C[C@]13C,13-1,C09,0.996,1.003,0.9995,1.0335,0.96710208
CC12C3(C)C(C(O)CC1C1(C)C(C(C)(C)C(OC4C(OC5C(OC6C(O)C(O)C(O)CO6)C(O)C(O)C(CO)O5)C(O)C(O)C(CO)O4)CC1)CC2)C(C(CCC=C(C)C)(C)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)CC3,13-1,C10,1.026,1.024,1.025,1.0335,0.99177552
O=C1C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C(O)C=C2OC(C2=CC=CC=C2)=C1,13-1,C11,1.058,1.056,1.057,1.0335,1.022738268
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4([H])C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@]3([H])[C@H](O)C[C@]12C,13-1,D02,1.013,1.016,1.0145,1.0335,0.981615868
CC1=C(O)C(C)=NC=C1COP(O)(O)=O,13-1,D03,1.003,1.006,1.0045,1.0335,0.97194001
O=C1C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2OC(C2=CC=C(OC)C=C2)=C1,13-1,D04,1.075,1.058,1.0665,1.0335,1.031930334
CC(O[C@@]12[C@]([H])([C@@H](OC(CC3=CC=CC=C3)=O)[C@@H](C)C1)[C@@H](OC(C)=O)[C@]1(CC[C@@H]3C(C)(C)[C@@H]3/C=C(/C)C2=O)CO1)=O,13-1,D05,1.033,1.017,1.025,1.0335,0.99177552
O=C1OC2=CC3=C(C=C2C=C1)CC(O)C(C)(C)O3,13-1,D06,0.997,0.979,0.988,1.0335,0.955974843
OC1=CC(O)=CC(/C=C/C2=CC(OC)=C(O)C=C2)=C1,13-1,D07,0.96,0.974,0.967,1.0335,0.935655539
CCCCCCCC/C=C\CCCCCCCC(OC)=O,13-1,D08,1.024,1.027,1.0255,1.0335,0.992259313
OC1=CC(O)=C2C(=O)C(CC=C(C)C)=C(C3=C(O)C=C(O)C=C3)OC2=C1[C@@H]1[C@@H](C(C2=C(O)C(CC=C(C)C)=C(O)C=C2)=O)[C@H](C2=C(O)C=C(O)C=C2)CC(C)=C1,13-1,D09,0.055,0.063,0.059,1.0335,0.057087567
O=C(C1=CC=C(O)C=C1)CCC1=C(OC)C=C(O)C=C1,13-1,D10,1.022,1.032,1.027,1.0335,0.993710692
C[C@]12[C@@]3(C)C(=CC[C@]1([H])[C@]1(C)[C@]([H])([C@@](C)(CO)[C@@H](O[C@@]4([H])[C@H](O[C@@]5([H])[C@H](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@@H](O)[C@@H](CO)O5)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O4)CC1)CC2)[C@@]1([H])[C@](C)([C@H](O[C@@]2([H])[C@H](O)[C@@H](O[C@@]4([H])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)O4)[C@@H](O)CO2)[C@H](O)C(C)(C)C1)CC3,13-1,D11,1.048,1.044,1.046,1.0335,1.012094823
O=C(N[C@H](COC(C)=O)CC1=CC=CC=C1)[C@@H](NC(C1=CC=CC=C1)=O)CC1=CC=CC=C1,13-1,E02,1.083,1.077,1.08,1.0335,1.044992743
O=C1C(OC)=C(C2=CC=C(OC)C(O)=C2)OC2=CC(OC)=CC(O)=C12,13-1,E03,1.138,1.141,1.1395,1.0335,1.102564103
C[C@]12[C@@](C)([C@]([C@H](C(O)=O)CCC(C(C)C)=C)([H])[C@H](O)C1)CC=C1C2=CC[C@]2([H])[C@]1(C)CC[C@H](OC(C)=O)C2(C)C,13-1,E04,1.052,1.036,1.044,1.0335,1.010159652
C[C@]12[C@@](C)([C@]([C@H](C(O)=O)CCC(C(C)C)=C)([H])[C@H](O)C1)CC=C1C2=CC[C@@]2([H])C(C)(C)C(=O)CC[C@]12C,13-1,E05,1.058,1.058,1.058,1.0335,1.023705854
NCC1=CC(O)=C(O)C=C1,13-1,E06,1.001,0.987,0.994,1.0335,0.961780358
O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Zn+2],13-1,E07,0.969,0.968,0.9685,1.0335,0.937106918
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C/CO,13-1,E08,1.057,1.075,1.066,1.0335,1.031446541
O=C1C2=C3CC/C=C(\C)C4=CC=C5C6=C(C(C)=CO6)C(=O)C(=O)C5=C4CCCC(=C)C3=CC=C2C2=C(C(C)=CO2)C1=O,13-1,E09,0.215,0.218,0.2165,1.0335,0.209482342
COC(C1=CO[C@@H](O)[C@@]2([H])[C@]1([H])C[C@H](O)[C@@H]2C)=O,13-1,E10,1.018,1.015,1.0165,1.0335,0.98355104
CC(OC1=C2C(=CC(OC(C)=O)=C1)O[C@H](C1=CC=C(OC(C)=O)C=C1)CC2=O)=O,13-1,E11,1.058,1.053,1.0555,1.0335,1.021286889
O=C1C(CC=C(C)C)=CC(=O)C2=C1C=CC=C2,13-1,F02,0.433,0.446,0.4395,1.0335,0.425253991
O=C1C2=C(OC3=CC(O)=CC=C23)C2=C(OC)C(CC=C(C)C)=C(O)C=C2O1,13-1,F03,1.037,1.006,1.0215,1.0335,0.98838897
C[C@@]12[C@@](O)(C(CO)=O)CC[C@@]1([H])[C@]1([H])CC[C@]3([H])CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C2,13-1,F04,1.021,1.024,1.0225,1.0335,0.989356555
C[C@@]12[C@@]3([H])[C@H](C)[C@]4(O[C@@]3([H])[C@@H](O)[C@@]1([H])[C@]1([H])CC[C@]3([H])[C@](C)(C[C@@H](O)[C@H](O[C@@]5([H])[C@H](O)[C@@H](O)[C@@H](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O[C@]7([H])OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@]6([H])O[C@H](CO)[C@H](O)[C@H](O[C@@]7([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)[C@H]6O)[C@@H](CO)O5)C3)[C@@]1([H])CC2)CC[C@@H](C)CO4,13-1,F05,1.021,1.018,1.0195,1.0335,0.986453798
O=C1C(C2=CC=C(O)C=C2)=COC2=CC(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(C)=O)O3)=C(OC)C=C12,13-1,F06,1.004,0.995,0.9995,1.0335,0.96710208
CC(C1=CC=C(O)C=C1)C(C1=CC=C(O)C=C1O)=O,13-1,F07,1.035,1.034,1.0345,1.0335,1.000967586
O[C@@H]1[C@H](O)[C@@H](O[C@@]2([H])[C@H](O)[C@@H](O[C@@]3([H])[C@H](O)[C@](CO)(O)CO3)[C@H](O)CO2)[C@H](C)O[C@@]1([H])O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1OC([C@@]12[C@@]([H])(CC(C)(C)CC1)C1=CC[C@]3([H])[C@]4(C)[C@]([H])(C(CO)(CO)[C@@H](O[C@@]5([H])[C@H](O)[C@@H](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@@H](CO)O5)[C@@H](O)C4)CC[C@@]3(C)[C@]1(C)C[C@H]2O)=O,13-1,F08,0.999,1.003,1.001,1.0335,0.968553459
OC1=C(O)C=CC(/C=C/C2=CC(O)=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2)=C1,13-1,F09,1.026,1.018,1.022,1.0335,0.988872762
CC([C@]12C/C=C(\C)CC/C=C(\C)CC[C@H](OC(C)=O)[C@](C)(O1)CC2)C,13-1,F10,1.103,1.118,1.1105,1.0335,1.074504112
O=C1C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@H]4[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O4)[C@@H](O)[C@H](O)[C@H]3O)C=C2OC(C2=CC=C(O)C=C2)=C1,13-1,F11,1.077,1.051,1.064,1.0335,1.029511369
CC(OC[C@@H]1[C@@H](O[C@@]2([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)[C@H](O)[C@@H](O)[C@H](OC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](OC([C@@]34[C@@]([H])(CC(C)(C)CC3)C3=CC[C@]5([H])[C@]6(C)[C@]([H])(C(C)(C)[C@@H](O[C@@]7([H])[C@H](O[C@]8([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@@H](O)CO7)CC6)CC[C@@]5(C)[C@]3(C)CC4)=O)O2)O1)=O,13-1,G02,1.083,1.083,1.083,1.0335,1.047895501
OC[C@H]1O[C@@H](OC2=C(C3=CC=C(O)C(O)=C3)[O+]=C3C=C(O)C=C(O)C3=C2)[C@H](O)[C@@H](O)[C@H]1O,13-1,G03,1.058,1.046,1.052,1.0335,1.017900339
O=C1C2=C(O)C(O)=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2OC(C2=CC(O)=C(O)C=C2)=C1O,13-1,G04,1.046,1.03,1.038,1.0335,1.004354136
O=C1C2=CC=CC(O)=C2C(=O)C2=C1C=C(C)C=C2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,13-1,G05,1.029,1.015,1.022,1.0335,0.988872762
O=C1C2=C(C(O)=C(OC)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2)C(=O)C2=C(OC)C(O)=C(C)C=C12,13-1,G06,1.036,1.014,1.025,1.0335,0.99177552
O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(O)=C(CC=C(C)C)C=C12,13-1,G07,1.057,0.9,0.9785,1.0335,0.946782777
O=C(C1=CC=C(O)C(CC=C(C)C)=C1)/C=C/C1=CC=C(O)C(O)=C1OC,13-1,G08,0.054,0.053,0.0535,1.0335,0.051765844
CCCCCCCCCCCCCCCCCC(NCC1=CC=CC=C1)=O,13-1,G09,1.031,1.003,1.017,1.0335,0.984034833
CC(C)(O)CC(O[C@@H](C1=CC(=O)C2=C(C1=O)C(O)=CC=C2O)CC=C(C)C)=O,13-1,G10,1.091,1.074,1.0825,1.0335,1.047411708
C=C1[C@@H](O)C[C@]2([H])[C@@]1([H])[C@@]1([H])OC(=O)C(=C)[C@]1([H])[C@@H](OC(C(CO)=C)=O)CC2=C,13-1,G11,1.064,1.055,1.0595,1.0335,1.025157233
CCCCCCCCC/C=C/C(CCC1=CC=C(O)C(OC)=C1)=O,13-1,H02,1.109,1.103,1.106,1.0335,1.070149976
O[C@@H]1[C@@H](O)[C@H](O)[C@@H](C(O)=O)O[C@H]1O[C@@H]1CC[C@]2(C)[C@@]3([H])CC=C4[C@]5([H])CC(C)(C)[C@H](OC(/C(C)=C/C)=O)[C@@H](O)[C@]5(COC(C)=O)[C@H](O)C[C@@]4(C)[C@]3(C)CC[C@@]2([H])[C@@]1(C)CO,13-1,H03,1.133,1.134,1.1335,1.0335,1.096758587
O[C@@H]1[C@@H](C2=CC=C(O)C=C2)OC2=CC(O)=CC(O)=C2C1,13-1,H04,1.019,0.992,1.0055,1.0335,0.972907596
OC1=CC(O)=CC(/C=C/C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C(O)C=C2)=C1,13-1,H05,1.051,1.03,1.0405,1.0335,1.006773101
O=C1C(O)=C(C2=CC=C(OC)C=C2)OC2=C(CCC(C)(O)C)C(O)=CC(O)=C12,13-1,H06,1.085,1.072,1.0785,1.0335,1.043541364
OC1=CC2=C(C=C(O)C(C3=CC(O)=C(O)C(O)=C3)=[O+]2)C(O)=C1,13-1,H07,1.048,1.026,1.037,1.0335,1.003386551
OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,13-1,H08,1.061,1.033,1.047,1.0335,1.013062409
CC(C)=CCC1=C2C=COC2=C(O)C2=C1C=CC(=O)O2,13-1,H09,1.137,1.129,1.133,1.0335,1.096274794
OC1=CC(CCC2=CC=C(O)C=C2)=CC(O)=C1,13-1,H10,1.025,1.014,1.0195,1.0335,0.986453798
COC1=C2O[C@]3([H])[C@@]([H])(COC4=CC(O)=CC=C34)C2=CC=C1OC,13-1,H11,1.068,1.06,1.064,1.0335,1.029511369
O=C1C=CC=C2N1C[C@]1([H])[C@]3([H])CCCCN3C[C@@]2([H])C1,13-2,A02,1.014,1.025,1.0195,1.031475,0.988390412
O=C1[C@@]2(C)C[C@]([H])(CC2)C1(C)C,13-2,A03,1.008,1.007,1.0075,1.031475,0.976756586
OC1=C([C@H]2CC3=CC=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C3OC2)C=CC(OC)=C1OC,13-2,A04,1.0,1.021,1.0105,1.031475,0.979665043
[H][C@]12SCC(C[N+]3=C4CCCCC4=CC=C3)=C(C(=O)O)N1C(=O)[C@H]2NC(=O)/C(=N\OC)C1=CSC(N)=N1,13-2,A05,0.044,0.044,0.044,1.031475,0.04265736
O[C@H]1[C@H](O)[C@@H](O)[C@H](OC2=CC=C(C=O)C=C2OC)O[C@@H]1CO,13-2,A06,1.022,1.01,1.016,1.031475,0.984997213
C[C@@]12[C@@]([H])(CC=C3[C@@]1([H])CC[C@H](O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3(C)C)[C@@]1(C)[C@@](C)([C@]([C@H](C)CC[C@H](C(C)(O)C)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)([H])CC1)C[C@H]2O,13-2,A07,1.012,1.008,1.01,1.031475,0.9791803
C[C@]12[C@@]3([H])[C@](C)([C@@]4([H])C(=CC3)C(C)(C)[C@@H](O)CC4)[C@H](O)C[C@]1(C)[C@]([C@H](C)CC[C@H](C(C)(O)C)O[C@H]1[C@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])CC2,13-2,A08,1.046,1.052,1.049,1.031475,1.016990232
C[C@]12[C@@]3([H])[C@@]4(CC(=C)[C@@](O[C@@]5([H])[C@H](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@@H](CO)O5)(C4)CC3)CC[C@]1([H])[C@](C)(C(O)=O)CCC2,13-2,A09,1.032,1.035,1.0335,1.031475,1.001963208
OC(/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(OC)=O)=O,13-2,A10,1.122,1.132,1.127,1.031475,1.092610097
C=CCC1=CC(OC)=C(OC)C(OC)=C1,13-2,A11,1.069,1.093,1.081,1.031475,1.048013767
C[C@]12[C@@]3([H])[C@@]4(CC[C@]1(C)[C@]([C@]1(C)O[C@H](C(C)(C)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC1)([H])[C@@H](O)C2)[C@@]1([C@]([H])(C(C)(C)[C@@H](O[C@@]2([H])[C@H](O)[C@@H](O)[C@H](O)CO2)CC1)[C@@H](O)C3)C4,13-2,B02,1.037,1.048,1.0425,1.031475,1.010688577
COC1=C(OC)C=C2C(=C1)C1=CC3=C(C(OC)=C(OC)C=C3)CN1CC2,13-2,B03,1.048,1.05,1.049,1.031475,1.016990232
O=C1C(O[C@H]2[C@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H](O)[C@@H](CO)O2)=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC(O)=C12,13-2,B04,1.012,1.01,1.011,1.031475,0.980149786
OC([C@@]12[C@@]([H])([C@@H](C)[C@H](C)CC1)C1=CC[C@]3([H])[C@]4(C)[C@]([H])(C(C)(C)[C@H](O)CC4)CC[C@@]3(C)[C@]1(C)CC2)=O,13-2,B05,1.051,1.043,1.047,1.031475,1.015051262
O=C1C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2O[C@H](C2=CC=C(OC)C=C2)C1,13-2,B06,1.018,1.025,1.0215,1.031475,0.990329383
C[C@]1([C@]2([H])O[C@@]([C@]3([H])O[C@]([C@@]4([H])O[C@@](O)(CO)[C@H](C)C[C@@H]4C)([H])C[C@@H]3C)(C)CC2)O[C@@]2(CC1)O[C@]([H])([C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)[C@H](C)[C@@H](O)C2,13-2,B07,0.122,0.134,0.128,1.031475,0.124094137
OC1=C(OC)C2=C3C(=C1)CCN[C@@]3([H])CC1=CC(OC)=C(O)C=C21,13-2,B08,1.005,1.011,1.008,1.031475,0.977241329
O=C1C=C(C2=CC=C(OC)C=C2)OC2=CC(OC)=C(OC)C(OC)=C12,13-2,B09,1.133,1.145,1.139,1.031475,1.104243923
O=C1OCC=C1CC[C@@H]1C(=C)CC[C@]2([H])[C@](C)(CO)[C@H](O)CC[C@@]12C,13-2,B10,1.061,1.086,1.0735,1.031475,1.040742626
O=C1/C(C)=C/[C@@]2([H])C(C)(C)[C@@]2([H])C[C@@H](OC(C2=CC=CC=C2)=O)C(=C)[C@H](OC(C)=O)[C@]2([H])[C@]1(OC(C)=O)C[C@H](C)[C@@H]2OC(C1=CC=CC=C1)=O,13-2,B11,1.112,1.133,1.1225,1.031475,1.088247413
C[C@H]1[C@H](C)[C@H](C2=CC=C(OC)C(OC)=C2)O[C@@H]1C1=CC=C(OC)C(OC)=C1,13-2,C02,1.023,1.029,1.026,1.031475,0.994692067
C[C@@]12C(=CC[C@@]3([H])[C@@]1(C)CC[C@]1([H])[C@]3(C)CC[C@H](O[C@@]3([H])[C@H](O[C@]4([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)CO3)C1(C)C)[C@@]1([H])[C@](C(O)=O)(CC[C@H](C)[C@]1(O)C)CC2,13-2,C03,1.107,1.114,1.1105,1.031475,1.076613587
C[C@@]12[C@]3([H])[C@@]([H])(O[C@]4(CC[C@@H](C)CO4)[C@H]3C)C[C@@]1([H])[C@@]1([H])[C@@]([H])([C@@]3(C)[C@H](O[C@@]4([H])[C@H](O[C@]5([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O[C@@]5([H])[C@H](O)[C@@H](O)[C@H](O)CO5)[C@@H](O)[C@@H](C)O4)C[C@H](O)CC3=CC1)CC2,13-2,C04,0.978,1.0,0.989,1.031475,0.958821106
C[C@]12[C@]34[C@]([H])(CC[C@]1([H])[C@]1(C)[C@]([H])(C(C)(C)[C@@H](O[C@@]5([H])[C@H](O[C@]6([H])O[C@@H](CO)[C@H](O)[C@H]6O)[C@@H](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@@H](CO)O5)CC1)CC2)[C@]1([H])[C@@](OC3)(O[C@@H](C=C(C)C)C[C@@]1(O)C)C4,13-2,C05,1.012,1.024,1.018,1.031475,0.986936184
O=C(OCC[N+](C)(C)C)/C=C/C1=CC(OC)=C(O)C(OC)=C1,13-2,C06,0.998,1.016,1.007,1.031475,0.976271844
O=C[C@@H]([C@H]([C@H]([C@@H](C)O)O)O)O,13-2,C07,0.987,0.993,0.99,1.031475,0.959790591
O=C(C1=C(OC)C=C(OC)C=C1O)/C=C/C2=CC=C(OC)C=C2.[E],13-2,C08,1.027,1.082,1.0545,1.031475,1.022322402
O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(O)=C([C@H]3[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)CO4)[C@@H](O)[C@H](O)[C@@H](CO)O3)C(O)=C12,13-2,C09,1.027,1.039,1.033,1.031475,1.001478465
O=C1[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)[C@@](C2=CC(O)=C(O)C=C2)([H])OC2=CC(O)=CC(O)=C12,13-2,C10,1.035,1.049,1.042,1.031475,1.010203834
O=C1C(O[C@H]2[C@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)O2)=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC(O)=C12,13-2,C11,1.081,1.096,1.0885,1.031475,1.055284908
OC1=C2C(C(C=C([C@H](C/C=C(C)/C)O)C2=O)=O)=C(O)C=C1.[Rotation(-)],13-2,D02,0.063,0.068,0.0655,1.031475,0.063501297
C[C@]12[C@]34[C@]([H])(CC[C@]1([H])[C@]1(C)[C@]([H])(C(C)(C)[C@@H](O[C@@]5([H])[C@H](O[C@]6([H])O[C@@H](CO)[C@H](O)[C@H]6O)[C@@H](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@@H](CO)O5)CC1)CC2)[C@]1([H])[C@@](OC3)(OC[C@@H](C=C(C)C)[C@@]1(O)C)C4,13-2,D03,1.133,1.135,1.134,1.031475,1.099396495
O=C1CC(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC=C12,13-2,D04,1.019,1.033,1.026,1.031475,0.994692067
CN1C2=C(C=CC=C2)C(=O)N2CCC3=C4C=CC=CC4=NC3=C12,13-2,D05,1.002,1.042,1.022,1.031475,0.990814125
O[C@@]1([H])[C@@]23C(=O)C(=C)[C@@H]1CC[C@@]2([H])[C@@]1(CO)[C@@]([H])(C(C)CC[C@@H]1O)C[C@H]3O,13-2,D06,1.036,1.05,1.043,1.031475,1.01117332
CC=C(C)C(=O)O[C@H]1[C@@H](OC(C)=O)C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C,13-2,D07,1.073,1.089,1.081,1.031475,1.048013767
OC(CCCCCCC/C=C\C[C@H](O)CCCCCC)=O,13-2,D08,0.949,0.986,0.9675,1.031475,0.937977169
OC[C@]1(O[C@@H]2O[C@H](COC(C3=CC=C(O)C=C3)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OC(/C=C/C2=CC(OC)=C(OC)C(OC)=C2)=O)[C@H](O)[C@@H](CO)O1,13-2,D09,1.019,1.03,1.0245,1.031475,0.993237839
COC1=C(O)C=CC(C[C@@H](C)[C@@H](C)CC2=CC(OC)=C(O)C=C2)=C1,13-2,D10,0.048,0.044,0.046,1.031475,0.04459633
C[C@@]12[C@]3([H])[C@@]([H])(CC=C1C[C@@H](O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CC2)C1=CC=C([C@@H]([C@@]2([H])[C@H](O)C[C@H](C)CN2)C)C(C)=C1C3,13-2,D11,1.082,1.097,1.0895,1.031475,1.056254393
O=C(C1=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C1)O[C@H]1[C@](C2=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C2)([H])OC2=CC(OC(C)=O)=CC(OC(C)=O)=C2C1,13-2,E02,1.146,1.159,1.1525,1.031475,1.117331976
C[C@]12[C@@]3([H])[C@@]4(C[C@@H](OC(C)=O)[C@]1(C)[C@]1([H])[C@@]([H])(O[C@]5([C@@]6([H])[C@](C)(O6)CO5)C[C@H]1C)C2)[C@@]1([C@@]([H])(CC3)C(C)(C)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)CO2)CC1)C4,13-2,E03,1.045,1.037,1.041,1.031475,1.009234349
C[C@]12[C@@]3([H])[C@@]4(CC[C@]1(C)[C@]([C@]1(C)O[C@H](C(C)(O)C)CC1)([H])[C@@H](O)C2)[C@@]1([C@]([H])(C(C)(C)[C@@H](O[C@@]2([H])[C@H](O[C@]5([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)CO2)CC1)[C@@H](O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3)C4,13-2,E04,1.01,1.012,1.011,1.031475,0.980149786
OC([C@]12[C@]([H])(C3=CC[C@]4([H])[C@]5(C)[C@@]([H])(CC[C@@]4(C)[C@]3(C)CC1)C(C)(C)[C@@H](O)CC5)[C@](C)(O)[C@H](C)CC2)=O,13-2,E05,0.045,0.045,0.045,1.031475,0.043626845
O=C[C@@H]([C@H]([C@@H]([C@@H](C(O)=O)O)O)O)O,13-2,E06,0.99,0.989,0.9895,1.031475,0.959305848
COC1=CC2=C([C@@]3([H])[C@@]([H])(O2)OC=C3)C2=C1C1=C(C(=O)CC1)C(=O)O2,13-2,E07,1.013,1.03,1.0215,1.031475,0.990329383
COC(N(C1=C(COC2=NN(C3=CC=C(Cl)C=C3)C=C2)C=CC=C1)OC)=O,13-2,E08,1.064,1.103,1.0835,1.031475,1.05043748
O=C1C=C(C2=CC=CC=C2O)OC2=CC=C(O)C=C12,13-2,E09,1.063,1.091,1.077,1.031475,1.044135825
O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(OC)=C(OC)C(O)=C12,13-2,E10,1.068,1.099,1.0835,1.031475,1.05043748
O=C1C2=C(O)C(OC)=C(OC)C=C2OC(C2=CC(O)=C(O)C=C2)=C1OC,13-2,E11,0.775,0.832,0.8035,1.031475,0.778981556
COC1=CC(C(OC)=O)=CC(O)=C1O,13-2,F02,1.001,1.005,1.003,1.031475,0.972393902
O=C1O[C@@H](C)CCCC(=O)CCCCCC2=CC(O)=CC(O)=C12,13-2,F03,1.096,1.074,1.085,1.031475,1.051891708
