SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2
N#CC1=C(C)N(C2=CC=CC(C(F)(F)F)=C2)C(=O)N(C)[C@@H]1C1=CC=C(C#N)C=C1S(=O)(C)=O,10-3,A04,1.184,1.189
O=C1C2(COC3=C2C=C2OCOC2=C3)C2=C(N1CCCCC)C=CC=C2,10-3,A05,1.254,1.25
O=C1NC2=C(C=CC=C2)/C1=C/C1=CC=C(F)C=C1,10-3,A06,1.166,1.176
N#CS,10-3,A07,1.184,1.19
O=C(C1=C(C)NC(C)=C(C(OC/C=C/C2=CC=CC=C2)=O)C1C1=CC=CC([N+]([O-])=O)=C1)OC,10-3,A08,1.312,1.305
O=C1NC2=C(C=CC=C2)/C1=C1\NC2=C(C=CC=C2)\C1=N/O,10-3,A09,0.996,0.994
N#CC1=C(C)N(C2=CC=CC(C(F)(F)F)=C2)C(=O)N(C)[C@H]1C1=CC=C(C#N)C=C1S(=O)(C)=O,10-3,A10,1.191,1.213
O=C(N(CCO)C1=CC=CC=C1)CC1=CC=C(C(NO)=O)C=C1,10-3,A11,1.265,1.276
N#CC1=CC2=C(N1)C=CC=C2OCC(O)CN1CCN(C(C2=CC=CC=C2)C2=CC=CC=C2)CC1,10-3,B02,0.977,0.999
O=C(N)NC1=C(C(C2=CC=C(Cl)C=C2Cl)=O)OC2=CC(OS(=O)(C)=O)=CC=C12,10-3,B03,1.252,1.258
O=C(OCCS(C)(=O)=O)[C@@H](C)C1=CC2=CC=C(OC)C=C2C=C1,10-3,B04,1.221,1.22
O=C1C2=C(C=CC=C2)S(=O)(=O)N1CCCCN1CCN(C2=NC=CC=N2)CC1,10-3,B05,1.181,1.183
O=C(O)CC1=NN(CC2=NC3=CC(C(F)(F)F)=CC=C3S2)C(=O)C2=C1C=CC=C2,10-3,B06,1.201,1.191
C[C@H](CCC(NCCS(=O)(O[Na])=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,10-3,B07,1.18,1.187
N1=CC=NC2=C(S(NC3=CC=C(C(N4CCC(O)(CC(C)C)CC4)=O)C=C3)(=O)=O)C=CC=C12,10-3,B08,1.202,1.218
CN[C@@H]1CCN(C2=CC(NCC3CC3)=NC(N)=N2)C1,10-3,B09,1.203,1.201
N[C@H](C(O)=O)CS/C(Cl)=C\Cl,10-3,B10,1.233,1.24
O=C(C1=CC=CC=C1C1=CC=C(CN2C3=CC(NC(NC4CCCCC4)=O)=CC=C3N=C2CCCC)C=C1)O,10-3,B11,0.427,0.544
c1cc2c(cc1F)c(/C=C(/C(=O)O)S)c[nH]2,10-3,C02,0.63,0.682
COCCCC1=C(C(=O)NC2=CC=CC=C2C2=NC3=C(N=CC(CN4CCCC4)=C3)S2)N=C(C2=CC=CC=C2)S1,10-3,C03,1.238,1.25
COC1=C(C2=C(C)ON=C2C)C=C2N=CC3=C(N([C@@H](COC)C)C(C4CCOCC4)=N3)C2=C1,10-3,C04,1.194,1.199
CC(C)(C)S(C1=C(OCCOC)C=C2N=CC=C(NC3=NNC(C)=C3C)C2=C1)(=O)=O,10-3,C05,1.167,1.175
CN(CC1=CC2=C(C(N3CCOCC3)=NC(C3=CN=C(NC)C=C3)=N2)S1)C1=NC=C(C(NO)=O)C=N1,10-3,C06,1.137,1.147
O=C(OCOC(OC1CCOCC1)=O)[C@H]1CCCN1C(CCCCC(N1[C@@H](C(OCOC(OC2CCOCC2)=O)=O)CCC1)=O)=O,10-3,C07,1.158,1.162
O=C1C=NC2=C(N=C(OC)C=C2)N1C(CO)CO,10-3,C08,1.185,1.193
OC1=CC(C2=C3N(C(C(C4=C(C5CC5)C=CC=C4Cl)=O)=N2)C=CC=N3)=CC=C1C(O)=O,10-3,C09,0.51,0.724
O=C(C1=CC=C2OC(C3=CC=C(Br)O3)C3=C4N(C)C(=O)N(C)C(=O)C4=C(C4=CC=CC=C4)N3C2=C1)O,10-3,C10,0.461,0.61
O=S(C1=CC=C(C)C=C1)(NC1=CC=CC=C1/C=N/C1=CC=CC=C1NS(=O)(C1=CC=C(C)C=C1)=O)=O,10-3,C11,1.304,1.279
OCCN1CCN(C2=C(F)C(F)=C(NC3=NC=C4C(=N3)C(C3=CC(NC(C=C)=O)=CC=C3)=CC=C4)C=C2)CC1,10-3,D02,1.209,1.216
O=S(C1=CC(NC2=CC=CC(S(=O)(N)=O)=C2)=C2C(=C1N)C(=O)C1=C(C2=O)C=CC=C1)(O)=O,10-3,D03,1.28,1.278
O=C(C1=CC=C(OC2=CC=C3B(O)OCC3=C2)N=C1)OCCCC,10-3,D04,0.047,0.048
O=C(O)/C(CC1=CC=CC=C1[N+]([O-])=O)=N/NC2=NC(C3=CC=C(Cl)C(Cl)=C3)=CS2.[(Z)],10-3,D05,0.048,0.048
COC1=C2N(CC3=CC=C(COC4=CC=C([C@@H](C#CC)CC(O)=O)C=C4)S3)CCCC2=CC=C1,10-3,D06,0.046,0.075
O=S(N1CCC1)(NC1=NC(SCC2=CC=CC(F)=C2F)=NC(O[C@H](C)[C@@H](O)CO)=C1)=O,10-3,D07,1.186,1.171
O=C(O)/C(C)=C/C1=C(Cl)C=C(C(NC2=NC(C3=CC=CC([C@@H](OCCCCCC)C)=C3OC)=CS2)=O)C=C1Cl,10-3,D08,0.048,0.049
NC(=O)C1(NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@@H](CC2=CSC3=CC=CC=C23)NC(=O)C2CCNCC2)CCNCC1,10-3,D09,1.202,1.2
S=C(N1CCN(C2=NC=CC=C2)CC1)N/N=C1\CCCC2=C1N=CC=C2,10-3,D10,1.266,1.258
O=C(O)CCNC(C1=CC=C([C@@H](OC2=CC(C)=C(C3=CC=C(C(C)(C)C)C=C3)C(C)=C2)CCC(F)(F)F)C=C1)=O,10-3,D11,0.046,0.052
O=C(NC1=CC=C2C(C)(C)OB(O)C2=C1)C1=CC=C(F)C=C1C(F)(F)F,10-3,E02,1.223,1.22
O=C1CCN(C2=C(F)C=C(N3C(=O)O[C@@H](CNC4=NOC=C4)C3)C(F)=C2F)C=C1,10-3,E03,0.046,0.047
C1=CN=CC([C@@H]2CC=CCN2)=C1,10-3,E04,1.179,1.187
N#CC1=NC=C2C(=C1OC1CCN(CC)CC1)C1=CC=CN=C1N2,10-3,E05,1.168,1.174
C[C@]1(O)C[C@@](N)(C2=CC=C(C3=C(C4=CC=CC=C4)N4COC5=CC=NC=C5C4=N3)C=C2)C1,10-3,E06,1.202,1.199
CC(C)(N)[C@H](NC(=O)C1=CC=C(C#CC#C[C@@H]2C[C@H]2CO)C=C1)C(=O)NO,10-3,E07,1.159,1.166
OC([C@@H](OCC)CC1=CC=C(OCCN2C(C)=CC=C2C2=CC=C(SC)C=C2)C=C1)=O,10-3,E08,0.279,0.369
CCO1[Mg+2]2(O(CC)[C@@H](CC3=CC=C(OCCN4C(C)=CC=C4C4=CC=C(SC)C=C4)C=C3)C(=O)[O-]2)[O-]C(=O)[C@@H]1CC1=CC=C(OCCN2C(C)=CC=C2C2=CC=C(SC)C=C2)C=C1,10-3,E09,0.079,0.177
CC(N(CC1=CC(OC)=CC=C1OC)C1=CC(F)=CC=C1OC1=CC=CC=C1)=O,10-3,E10,1.361,1.341
N#CC1=CC(F)=CC(OC2=CC=C3C(=C2C(F)F)[C@@H](O)C(F)(F)S3(=O)=O)=C1,10-3,E11,1.283,1.276
O=S(N1CCN(CC2=CC=CC=C2)CC1)(C1=CC=C(Cl)C=C1[N+]([O-])=O)=O,10-3,F02,1.208,1.206
N#CC1=C(C2=CC3=C(C(=O)N([C@@H](CC4=CC=CC(F)=C4)CN)C3)C=C2)N(C)N=C1,10-3,F03,1.221,1.221
O=C1NCCC12CCN(C1=C(Cl)C(N)=NC=C1C1=CC3=C(N(C)N=C3)C=C1)CC2,10-3,F04,1.2,1.198
C=CC(N1C[C@H](COC2=C3C(=NC(NC4=CN(C)N=C4)=N2)NC=C3Cl)[C@@H](OC)C1)=O,10-3,F05,1.145,1.134
C=CC(N1C[C@@H](COC2=C3C(=NC(NC4=CN(C)N=C4)=N2)NC=C3Cl)[C@H](OC)C1)=O,10-3,F06,1.167,1.163
O=C(O[Na])CCSC(C1=CC=CC(/C=C/C2=NC3=CC(Cl)=CC=C3C=C2)=C1)SCCC(N(C)C)=O,10-3,F07,0.094,0.255
O=S(C1=CN=CC=C1)(N(CC1=CC(OCC(OC(C)C)=O)=CC=C1)CC1=CC=C(N2C=CC=N2)C=C1)=O,10-3,F08,1.283,1.271
O=C(C1=C(F)C=CC=C1F)NC1=NNC=C1,10-3,F09,1.215,1.211
O=C(O)C1=COC=C1,10-3,F10,1.23,1.229
O=C1NCCCC1N,10-3,F11,1.261,1.263
O=C1C=CC2=CC=CC(O)=C2O1,10-3,G02,1.192,1.198
O[C@H]1[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3NC(C2=CC=CC=C2)=O)O[C@@H]1COC(C1=CC=C(OC)C=C1)(C1=CC=C(OC)C=C1)C1=CC=CC=C1,10-3,G03,1.265,1.268
O[C@H]1[C@@H](O[Si](C)(C(C)(C)C)C)[C@H](N2C=NC3=C2N=CN=C3NC(C2=CC=CC=C2)=O)O[C@@H]1COC(C1=CC=C(OC)C=C1)(C1=CC=C(OC)C=C1)C1=CC=CC=C1,10-3,G04,1.21,1.213
O=C1N=C(NC(C)=O)C=CN1[C@@H]1O[C@H](COC(C2=CC=C(OC)C=C2)(C2=CC=C(OC)C=C2)C2=CC=CC=C2)[C@@H](OP(N(C(C)C)C(C)C)OCCC#N)[C@H]1OC,10-3,G05,1.243,1.23
O=C(O)[C@H]1N(C)CCC1,10-3,G06,1.175,1.166
F[C@H]1[C@H](N2C=NC3=C2N=CN=C3NC(C2=CC=CC=C2)=O)O[C@H](COC(C2=CC=C(OC)C=C2)(C2=CC=C(OC)C=C2)C2=CC=CC=C2)[C@H]1OP(N(C(C)C)C(C)C)OCCC#N,10-3,G07,1.259,1.259
O=C1C(C2=CC=C(C3=CC=C(Br)C=C3)C=C2)=C(O)C(=O)N1,10-3,G08,0.215,0.292
CC(C)CC(O)C(OC)=O,10-3,G09,1.217,1.215
CC(O[C@H]1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)O1)=O,10-3,G10,1.224,1.227
O=C1N(C2CCC(=O)NC2=O)C(=O)C2=C1C=CC(O)=C2,10-3,G11,1.252,1.247
O=C(OCC)C1=CC=CC=C1B1OCC(C)(C)CO1,10-3,H02,1.161,1.173
COCCO[C@H]1[C@@](N2C3=C(C(=O)N=C(N)N3)N=C2)([H])O[C@H](CO)[C@H]1O,10-3,H03,1.161,1.168
NC1=NC(OCC2=CC=C(COCC#C)C=C2)=C2N=CNC2=N1,10-3,H04,1.175,1.183
O=C(O)[C@H](O)CC(C)C,10-3,H05,1.171,1.176
O=C(O)[C@@H](O)CC1=CC=CC=C1,10-3,H06,1.173,1.191
O=C(O)C1=COC(=O)C=C1,10-3,H07,1.182,1.183
O=C1N=C(N)S/C1=C\C2=CC=C(O)C=C2.[(Z)],10-3,H08,1.174,1.175
O=C1NC2=C(C=CC=C2)/C1=C/C1=CC=C(Cl)C(Cl)=C1,10-3,H09,1.319,1.31
N[C@@H](CC1=CC=C(C#C)C=C1)C(O)=O,10-3,H10,1.293,1.284
COC1=C(NS(C)(=O)=O)C=C(C(C)(C)C)C=C1NC(=O)C(=O)C1=C2C=CC=CC2=C(OCCN2CCOCC2)C=C1,10-3,H11,1.341,1.329
N#CC1=C(NC2=CC=C(F)C(Cl)=C2)C2=CC(NCC3=CN(CCN4CCCCCC4)N=N3)=CC(Cl)=C2N=C1,10-4,A02,1.242,1.264
CC1=CN=C(C)C=N1,10-4,A03,1.161,1.2
CC[C@@H]1[C@@H]2C[C@@H]([C@H](O)C3=CC=NC4=CC=C(OC)C=C34)[N@](C1)CC2,10-4,A04,1.171,1.191
CC(C)N(C(C)C)P(OCCC#N)O[C@H]1[C@@H](F)[C@@](N2C(=O)N=C(NC(C)=O)C=C2)([H])O[C@@H]1COC(C1=CC=C(OC)C=C1)(C1=CC=CC=C1)C1=CC=C(OC)C=C1,10-4,A05,1.186,1.229
ClC1=CC(C2=NN([C@H](C3=CC=C(C(NCCC(O)=O)=O)C=C3)C)C(C3=CC4=C(C=C3)C=C(OC)C=C4)=C2)=CC(Cl)=C1,10-4,A06,0.046,0.048
O=C1N(CC(F)(F)F)C2=CC=CC(F)=C2CCC1N1N=NC(C2=CC(OC)=C(N3C=NC(C)=C3)C=C2)=C1,10-4,A07,1.241,1.252
FCC(C1=C(C2=CC=C(C)C=C2)C2=C(N)N=CN=C2N1CCCO)=O,10-4,A08,1.177,1.174
ClC1=C(C(O)CNC(C)(C)C)C=CC(O)=C1,10-4,A09,1.194,1.191
CC(C)[C@H]1C2=C(C=C(F)C=C2)CC[C@@]1(CCN(C)CCCC1=NC2=CC=CC=C2N1)OC(=O)C1CC1,10-4,A10,0.046,0.047
O=C1NC2=NC(C3=C(O)C=CC=C3OCC3CC3)=CC([C@@H]3CCCNC3)=C2CO1,10-4,A11,1.322,1.311
N#CC1=C(NC2=CC=C(F)C(Cl)=C2)C2=CC(NCC3=CN(C4CCN(CC)CC4)N=N3)=CC(Cl)=C2N=C1,10-4,B02,1.169,1.181
O=C(OC)[C@@H]1CCC(=O)N1,10-4,B03,1.184,1.193
CN1CC2=C(CC1)C1=CC=CC=C1CC1=C2C=CC=C1,10-4,B04,1.207,1.218
NC1=NC(C2=CC=CC(OC)=C2)=CC2=C1C=C(N(C)C)C=C2,10-4,B05,0.839,0.841
O=C1NC2=C(N1C1CCN(C(N[C@@H]3CC[C@@H](C4=CC=CC(F)=C4F)CN(CC(F)(F)F)C3=O)=O)CC1)C=CC=N2,10-4,B06,1.211,1.204
O=C(O)C1=C2N=C3C=CC=CC3=NC2=CC=C1,10-4,B07,0.682,0.655
O[C@H](CO)[C@H](O)[C@H](O)[C@@H](NC(C)=O)C=O,10-4,B08,1.184,1.183
[NH2+3](CCCCC1=CC=C(Cl)C=C1)(CCCCCCC)(CC)CC,10-4,B09,0.045,0.046
NCC1=CNC2=C1C=CC=C2,10-4,B10,1.251,1.238
O=C1COCC1,10-4,B11,1.243,1.226
O=CC1=CC=C(C)S1,10-4,C02,1.177,1.185
COC1=CC(OC)=CC=C1,10-4,C03,1.184,1.183
OC1=CC=CC2=C1C=CN2,10-4,C04,1.199,1.209
O=C(O)C(CC)C(O)=O,10-4,C05,1.176,1.199
O=C(N)N(C)N=O,10-4,C06,1.142,1.142
O=C(O)[C@@H]1C[C@H](O)CN1,10-4,C07,1.156,1.165
O[C@]1(C)C=C[C@H](C(C)=C)CC1,10-4,C08,1.178,1.173
O=C1N=C(N)NC2=C1N=CN2COC(COC(C)=O)CO,10-4,C09,1.197,1.179
O=C(C1=CC=C2OCOC2=C1)O,10-4,C10,1.223,1.199
O=C(O)C1=CC=CC=C1C,10-4,C11,1.236,1.228
CN1CCN(C2=NC3=CC=CC=C3NC3=CC=CC=C23)CC1,10-4,D02,1.179,1.19
O=C1N=C(NC(C(C)C)=O)NC2=C1N=CN2[C@H]1[C@H](O[Si](C)(C)C(C)(C)C)[C@H](O)[C@@H](COC(C2=CC=CC=C2)(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)O1,10-4,D03,1.199,1.209
O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@]2([H])C1,10-4,D04,1.187,1.199
NCCN1CCN(C/C=C/C(N2C[C@H](N3N=C(C4=CC=C(OC5=CC=CC=C5)C=C4)C4=C(N)N=CN=C34)CCC2)=O)CC1,10-4,D05,1.163,1.184
BrC1=C(Cl)C=CC(NC2=NC=NC3=CN=C(NC(/C=C/CN(C)C)=O)C=C23)=C1,10-4,D06,1.079,1.113
O=C(C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(C)=O)C1)OCC,10-4,D07,1.154,1.176
CC1=C(C(O)=O)SC2=C1C(C1=CC=C(Cl)C=C1)=N[C@@H](CC(OC)=O)C1=NN=C(C)N21,10-4,D08,1.166,1.179
O=C(N1C[C@@H](C2=CC=C(Cl)C=C2)N(C(C2=CC=C(Br)C=C2)=O)CC1)C1=C2C=CC(Br)=CN2N=C1,10-4,D09,1.257,1.254
O=C1NC(=O)C([N+]([O-])=O)=C(/C=C/C2=CC=C(OC)C(OC)=C2)N1,10-4,D10,1.214,1.197
O=C(N1CCN(CC2=C(O)C(=O)N(CC3=CC=C(Cl)C=C3)C=C2)CC1)OC(C)(C)C,10-4,D11,1.283,1.276
CC(C)N(C(C)C)P(OCCC#N)O[C@H]1[C@@H](F)[C@@](N2C3=C(C(=O)N=C(NC(C(C)C)=O)N3)N=C2)([H])O[C@@H]1COC(C1=CC=C(OC)C=C1)(C1=CC=CC=C1)C1=CC=C(OC)C=C1,10-4,E02,1.259,1.277
O=C1N(C2CCC(=O)NC2=O)C(=O)C2=C1C=C(NCC(O)=O)C=C2,10-4,E03,1.185,1.19
OC1=CC(F)=CC=C1C2=C(C(C(C)C)=NC(C(C)C)=C2CCC)[C@H](O)C.[R].[relative stereochemistry],10-4,E04,0.084,0.079
CC(C)C1=NC(C(C)C)=C(CCC)C(C2=CC=C(F)C=C2O)=C1[C@H](O)C.[relative stereochemistry],10-4,E05,0.051,0.056
O=C(O)COC1=CC=C(OCC2=NC(C3=CC=CC=C3Cl)=CS2)C=C1C,10-4,E06,0.988,0.972
O=C(O)CCC1=CC=C(OCC2=NC(C3=CC=CC=C3Cl)=CS2)C=C1C,10-4,E07,0.613,0.548
O=S(C1=CC(F)=CC2=C1N(CC1=CC=C(Cl)C=C1)C1=C2CC[C@@H]1CC(O)=O)(C)=O,10-4,E08,1.156,1.157
O=C(OCC)[C@]1(CCCCCCOC2=CC=C(Cl)C=C2)OC1,10-4,E09,1.233,1.215
ClC1=CC=C(OCCCCCC[C@]2(C(O[Na])=O)CO2)C=C1,10-4,E10,1.228,1.147
CC(C)(OC1=CC=C(CCCC2=NC(=O)N(CC3=CC=C(C)C=C3)N2)C=C1)C(O)=O,10-4,E11,1.244,1.244
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCC3=C(C=C(C(F)(F)F)C=N3)C2)(C(C)C)C1,10-4,F02,1.175,1.181
O=C(O)CC12CCC(C3=CC=C(C4=NC5=C(N)N=CN=C5OC4(C)C)C=C3)(CC1)CC2,10-4,F03,0.572,0.559
CCO[C@H]1CN([C@]2([H])CC[C@@](C3=CC4=C(OCO4)C=C3)(O)CC2)C[C@@H]1NC(CNC(C1=CC(C(F)(F)F)=CC=C1)=O)=O,10-4,F04,1.196,1.202
CCO[C@H]1CN([C@]2([H])CC[C@](C3=CC4=C(OCO4)C=C3)(O)CC2)C[C@@H]1NC(CNC(C1=CC(C(F)(F)F)=CC=C1)=O)=O,10-4,F05,1.152,1.149
O=C(O)CCNC(C1=CC=C(CN([C@H]2CC[C@H](C(C)(C)C)CC2)C(NC2=CC=C(OC(F)(F)F)C=C2)=O)C=C1)=O,10-4,F06,0.047,0.048
O=C1C(CC2=CN=C(OCC)N=C2)=CN(C2=CC=C(C(OCC)=O)C=C2)C(SCC2=CC=C(F)C=C2)=N1,10-4,F07,1.186,1.184
O=S(N(C)C[C@H]1OCCOC1)(NC1=CC=C2C=CC3=NC=C(C4=CN(C)N=C4)C=C3C(=O)C2=C1)=O,10-4,F08,1.16,1.153
C#CCOC1=CC2=C(N(C(C)C)C(=O)N=C2C2=CC=C(C(C)C)C=C2)C=C1,10-4,F09,1.101,1.091
ClC1=CC=C(CN2C(CC(C)(C(O[Na])=O)C)=C(SC(C)(C)C)C3=C2C=CC(OCC2=NC4=CC=CC=C4C=C2)=C3)C=C1,10-4,F10,0.985,1.004
CCCCCCC1=CC=CS1,10-4,F11,1.248,1.244
O=C(C1=CC=C2C3=C(C(NC4=CC=CC(Cl)=C4)=NC2=C1)C=CN=C3)O[Na],10-4,G02,1.237,1.236
N#CC[C@@H](C1CCCC1)N1N=CC(C2=NC=NC3=C2C=CN3)=C1,10-4,G03,1.11,1.127
O=C(NC1=CC=C([C@H]2CC[C@H](CC(O)=O)CC2)C=C1)C1=NN=C(NC2=CC=C(F)C(F)=C2)O1,10-4,G04,1.168,1.196
O=C1NC=CC2=C1C=C(C1=CC=CC=C1)C(C1=CC=C(CN3CCC(C4=NNC(C5=NC=CC=C5)=N4)CC3)C=C1)=N2,10-4,G05,1.14,1.162
O=C1NC([C@H]2[C@H](C)CN(CC3=CC=CC=C3)C2)=NC2=C1C=NN2C1CCOCC1,10-4,G06,1.171,1.177
N=C(N)C1=CC2=CC=C(OC(=O)C3=CC=CS3)C=C2S1,10-4,G07,1.128,1.152
FC1=CC=C(F)C(N([C@@H](C2=C(CCCC(O)=O)C=C(F)C=C2)C)S(C2=CC=C(Cl)C=C2)(=O)=O)=C1,10-4,G08,0.894,0.84
O=C1N2[C@H](C3=CC(F)=C(F)C(F)=C3)COC[C@]2([H])CC/C1=C\C1=CC(OC)=C(N2C=NC(C)=C2)C=C1,10-4,G09,1.22,1.222
N#CC1=CC=C(CCCC(O)=O)C(NC(C(C2=C3C=CC=CC3=C(F)C=C2)C)=O)=C1,10-4,G10,1.244,1.238
CC(C)N(C(C)C)P(OCCC#N)O[C@H]1[C@@H](F)[C@@](N2C(=O)NC(=O)C=C2)([H])O[C@@H]1COC(C1=CC=C(OC)C=C1)(C1=CC=CC=C1)C1=CC=C(OC)C=C1,10-4,G11,1.176,1.16
O=C1NC2=CC=CN=C2C2=C(C1)C1=C(N2)C=CC(Br)=C1,10-4,H02,1.2,1.2
O[C@H](C1=CC=CC=C1)[C@@H](C1=CC=CC=C1)O,10-4,H03,1.162,1.181
O=C1C=CC(=O)NN1,10-4,H04,1.173,1.19
OCC1=CNN=C1,10-4,H05,1.167,1.181
O=C1[C@@H](O)[C@@H](O)[C@]([C@@H](O)C=O)([H])O1,10-4,H06,1.179,1.183
OC(CN([C@@H]1CCCC[C@H]1N(CC(O)=O)CC(O)=O)CC(O)=O)=O,10-4,H07,1.091,1.086
C12=C(NC(=O)C(C#N)=C1O)SC=C2C1=CC=C(C2=CC=CC=C2O)C=C1,10-4,H08,1.2,1.209
O=C1N=C(N)C(I)=CN1[C@H]1[C@@H](F)[C@H](O)[C@@H](CO)O1,10-4,H09,1.19,1.171
NC1=C2C(=NC=N1)N(CCCO)C(C(CCl)=O)=C2C1=CC=C(C)C=C1,10-4,H10,0.046,0.047
N#CC1=C2N=NNC2=C(NC(NC2=C(Br)C=CC=C2)=O)C=C1,10-4,H11,0.728,0.499
CC(C)=CC[C@@]12C3=CC=C(O)C=C3O[C@]1(O)C(=O)C1=C(O)C([C@H]3C=C(C)C[C@H](C4=C(O)C=C(O)C=C4)[C@H]3C(C3=C(O)C=C(O)C=C3)=O)=C(O)C=C1O2,1-1,A02,0.057,0.048
O=C(C1=CC(=O)C2=CC(F)=CC=C2O1)NC1CCN(CC2=CC=C3OCOC3=C2)CC1,1-1,A03,1.046,1.026
O=CN1C(=O)/C(=C/C2=CC=C3OCOC3=C2)CC1,1-1,A04,1.052,1.02
O=C(OCCCC)NS(=O)(C1=C(C2=CC=C(CN3C=CN=C3)C=C2)C=C(CC(C)C)S1)=O,1-1,A05,1.072,1.036
CCC1=C(C(=O)OC)N=CC2=C1C1=C(C=C(OC)C(OC)=C1)N2,1-1,A06,1.035,1.015
O=C1N(CCC)C(=O)C2=C(N1CC)NC(C1=CN(CC3=CC=CC(C(F)(F)F)=C3)N=C1)=N2,1-1,A07,1.064,1.04
O=C(O[K])CCN1C(=O)/C(=C/C2=CC=C(C3=CC=C([N+]([O-])=O)C=C3)O2)SC1=S,1-1,A08,0.052,0.044
NC1=N[C@]2(N=C1C)C1=C(C=CC(C3=CC(C#CC)=CN=C3)=C1)C[C@]21CC[C@H](OC)CC1,1-1,A09,1.087,1.062
COC1=CC(OC)=CC(C2=CC(C(N[C@H]3CCCN(C)C3)=O)=C3OCCN(C(CC)=O)CC3=C2)=C1,1-1,A10,1.081,1.066
O=C(C1=NC2=CC(Cl)=CC=C2C(O)=C1)O[Na],1-1,A11,1.07,1.052
O=C(N(C([C@@](N([H])[H])([C@](C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])C1=C([H])C([H])=C(C2=C([H])C([H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])C([H])=C2[H])C([H])=C1[H])[C@@]1([H])[C@@](C2=C([H])C([H])=C([H])C([H])=N2)([H])C1([H])[H].O=C(N(C([C@@](N([H])[H])([C@](C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])C1=C([H])C([H])=C(C2=C([H])C([H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])C([H])=C2[H])C([H])=C1[H])[C@]1([H])[C@](C2=C([H])C([H])=C([H])C([H])=N2)([H])C1([H])[H],1-1,B02,0.045,0.045
CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,1-1,B03,0.044,0.045
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3NCC2=CC=C(N)C=C2)O1,1-1,B04,1.055,1.054
CN1CCN(C2=CC=C(N3C=C(C4=CC=NC=C4OCC4CCNCC4)C=N3)C=C2)CC1,1-1,B05,1.001,0.975
CC(C)(C)[C@H](N/C(NC#N)=N/C1=CC=C(C#N)C=C1)C,1-1,B06,1.086,1.075
[Cl-][Te+4]1([Cl-])([Cl-])[O-]CC[O-]1,1-1,B07,1.054,1.076
O=C1N(C2=CC=CC=C2)C2=C(C=CC=C2)/C1=N/C1=CC=CC(C(F)(F)F)=C1,1-1,B08,1.084,1.072
O=[N+]([O-])C1=CN(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=N1,1-1,B09,1.087,1.079
O=C(O)C1=CC(C2=CC=C(/C=C3\SC(=S)N(CC4=CC=CC=C4)C3=O)O2)=CC=C1Cl,1-1,B10,0.045,0.044
OC[C@@H](C(O)=O)NC(N[C@H](C1=NN=C([C@@H](N)[C@H](O)C)O1)CCC(N)=O)=O,1-1,B11,1.068,1.062
O=C1N(C)C(=O)C2=C(N1C)N=C(N[C@H](C1=CC=C(OC)C(OC)=C1)CO)N2CCOC,1-1,C02,1.066,1.06
CCCC1=CC=C(C2=CC=C(N(C[C@@H](N)[C@@H](C)CC)C(=O)[C@@H]3C[C@H]3C3=CC=CC=N3)C=C2)C=C1,1-1,C03,0.044,0.045
CC(OC1=NC=C(C(F)(F)F)C=C1)(C)C(N[C@H](C)[C@@H](C1=CC=CC(C#N)=C1)CC1=CC=C(Cl)C=C1)=O,1-1,C04,1.135,1.116
O=C1NCCN(CC2=C(COC)C(C3=CC4=CC(C)=CC(OC)=C4S3)=C3C(N)=NC=NN23)C1,1-1,C05,1.115,1.099
O=C(OCCCCNC(N)=N)C1=CC(OC)=C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O2)C(OC)=C1,1-1,C06,1.066,1.046
O=C1C2=C(SN=C2N(C)C)C(=O)C2=CC=CC=C12,1-1,C07,0.048,0.048
