SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2
C[C@H]1[C@@]2(O[C@]([C@@]3([H])O[C@@](O)(CO)[C@H](C)C[C@@H]3C)([H])C[C@@H]2C)O[C@]([C@@]2(C)O[C@]3(O[C@]([H])([C@@H](C)/C=C(\C)C([C@H](C)C[C@H](C)C(O[Na])=O)=O)[C@H](C)[C@@H](O)C3)CC2)([H])C[C@@H]1O[C@@]1([H])O[C@H](C)[C@@H](OC)CC1,1-1,C08,0.053,0.052
CC(N([C@H]1[C@H](O)C(C)(C)OC2=CC=C(C#N)C=C12)O)=O,1-1,C09,1.053,1.038
N=C(N1CCOCC1)NC1=CC([C@H](C2=CC=C(C3=CC=CC=C3)C(F)=C2)C)=NO1,1-1,C10,1.057,1.043
N[C@@H](CCP(=O)(O)O)C(=O)O,1-1,C11,1.067,1.065
CC1=CC(NC2=CC3=C(C=CC=N3)C(N[C@@H]3C[C@H]4CC[C@H](N4CCC#N)C3)=N2)=NN1,1-1,D02,1.073,1.063
O=C(O)C(C(C)C)N1C(=O)/C(=C\C2=CC=C(Br)C=C2)SC1=S,1-1,D03,0.044,0.044
O=C1N(CC2=CC=CC=C2)[C@@H](C(NC(C(C(NC2CC2)=O)=O)CC2=CC=CC=C2)=O)CC1,1-1,D04,1.064,1.06
O=C(OCC)COC1=CC=C(/C=C2/SC(=S)NC2=O)C=C1OC,1-1,D05,0.048,0.113
O=C(C)N1CCC(CN2C=NC3=C(C(C4=CC=C(C)O4)=CS3)C2=O)CC1,1-1,D06,1.037,1.039
CC1=C(C)N(CCCN2CCN(C)CC2)C2=C1C=C(OC1=CC(C(=O)N3CCN(CCC4=CC=C(F)C=C4)CC3)=CC=C1)C=C2,1-1,D07,0.881,0.762
NC1=NC(N(CC2=CC=CS2)C2CC2)=CC(Cl)=N1,1-1,D08,1.143,1.115
O=C1/C(=C/C2=CC=C(O)C(Br)=C2)CCC/C1=C\C1=CC=C(O)C(Br)=C1,1-1,D09,0.057,0.053
O=C(C1=NC2=CC(Cl)=CC=C2C(O)=C1)O,1-1,D10,1.065,1.051
O=C1C2=C(NC(C3=CC=C(Cl)C=C3)=NC2(C(F)(F)F)C(F)(F)F)N(C)C(=O)N1C,1-1,D11,0.043,0.043
N=C(N)NCCCCC(=O)NC1=CC=C(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)C2=CC=CC=C2)C(=O)O)C=C1,1-1,E02,1.063,1.05
CC1=C2O[C@@](C)([C@]3([H])CC[C@@H](N(C)C)CC3)OC2=C(Cl)C=C1C(NCC1=C(C)C=C(C)NC1=O)=O,1-1,E03,1.076,1.074
NC1=C2N=CN(/C=C/C)C2=NC=N1,1-1,E04,1.063,1.046
CC(C)(O)C(NCC1=CC=CC(CN2N=C(NS(=O)(C3=CC=C(Cl)S3)=O)C3=C2C=CC=C3OC)=C1)=O,1-1,E05,1.142,1.084
CN1N=CN=C1COC1=NN2C(C3=NOC(C)=C3)=NN=CC2=C1C(C)(C)C,1-1,E06,1.026,1.024
O=C(O)/C(S)=C/C1=CC=C(I)C=C1,1-1,E07,1.042,1.042
O[C@H]([C@]12NC(=O)[C@](O)(C(=C)CCO1)NC2=O)[C@@](C)(O)COC(C1=CC=CC=C1)=O,1-1,E08,1.056,1.046
[N-]=[N+]=NC1=CC=CC=C1COC(=O)NCCCC[C@H](N)C(=O)O,1-1,E09,1.06,1.044
O=C1C2=CC=CC=C2S(=O)(=O)S1,1-1,E10,1.048,1.059
NC1=C2C(=CC(S(O)(=O)=O)=C1)C=C(S(=O)(O)=O)C=C2OS(C1=CC=C(C)C=C1)(=O)=O,1-1,E11,1.079,1.066
CN(C)(C)=O,1-1,F02,1.058,1.054
COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=C(C)C1=O,1-1,F03,0.069,0.043
O=C1C(CC2=CC=CO2)=NC2=C(CC3=CC=CC=C3)NC(C3=CC=CC(O)=C3)=CN12,1-1,F04,1.109,1.104
O=C(O)CC1=C(C)C2=C(N(CCCCCCCC)CC2)C(NC(C(C)(C)C)=O)=C1C,1-1,F05,0.994,1.015
O=C(C12C(C1)/C(=N\O)C1=CC=CC=C1O2)NC1=CC=CC=C1,1-1,F06,1.021,1.023
O=C1N(C2=NC(C3=CC=CC=C3)=CS2)N=C(C2=CC=CC=C2)/C1=N\NC1=CC=C(Cl)C([N+]([O-])=O)=C1,1-1,F07,0.976,0.897
O=C(O[Na])CC1=CC(CCCCC)=CC=C1,1-1,F08,1.08,1.066
BrC1=C(N[C@@H]2C[C@H](C3=CC=CC=C3)CN(C)C2)C=NN(C)C1=O,1-1,F09,1.059,1.045
C[C@@H]1CC[C@H](NC2=C3C=CNC3=NC=N2)CN1C(C=C)=O,1-1,F10,1.054,1.056
COC1=CC(C(F)(F)F)=CC=C1C1=NC=NC2=CC(S(=O)(NC3=NC=CS3)=O)=CC=C12,1-1,F11,1.036,1.061
O=C(C1=C(N)C2=C(C3=CC=CC(OC)=C3)N=C(SC)N=C2S1)NC(C)(C)C,1-1,G02,1.085,1.085
O=C(C1=CC2=C(C(C3=CC([N+]([O-])=O)=CC=C3F)=N1)C=CC=C2)N(C)C(C)CC,1-1,G03,1.091,1.07
C[N+]1=CC=C(C=CC2=CNC3=C2C=CC=C3)C=C1,1-1,G04,1.08,1.071
O=C(O)CC1=C(C)C2=C(N(CCCCCCCC)CC2)C(NC(C(C)(C)C)=O)=C1C,1-1,G05,1.008,1.033
OC([C@@]12[C@@]([H])([C@@](O)(C)[C@H](C)CC1)C1=CC[C@]3([H])[C@]4(C)[C@]([H])(C(C)(C)[C@H](O)[C@H](O)C4)CC[C@@]3(C)[C@]1(C)CC2)=O,1-1,G06,1.108,1.07
CCC(NC1CC2=C(C=CC=C2)C(C2=CC=CC=C2)C1)=O,1-1,G07,1.09,1.077
O=C(C1=CSC([C@H]2N(C(OC(C)(C)C)=O)CCC2)=N1)O,1-1,G08,1.055,1.044
O=C1NCN(C2=CC=CC=C2)C12CCN(CCCOC1=CC=C(F)C=C1)CC2,1-1,G09,1.066,1.051
ClC1=CC=C(NC2=CC(C3=CNN=C3)=CC=C2)C=C1,1-1,G10,0.701,0.54
CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC1=CC=CC=C1,1-1,G11,1.079,1.065
O=C([C@@H]1N[C@@H](CC(C)(C)C)[C@]2([C@H]1C1=CC=CC(Cl)=C1F)C(=O)NC1=C2C=CC(Cl)=C1)N[C@H]1CC[C@H](O)CC1,1-1,H02,0.697,0.567
NC1=C2N=CN(/C=C\C)C2=NC=N1,1-1,H03,1.064,1.051
FC1=C(N2N=NC(C3=CC4=C(C=C3)N=CC=C4)=C2C)C=CC=N1,1-1,H04,1.053,1.037
O=C(C1=C2CCC3=CN=C(NC4=CC=C(N5CCN(C)CC5)C=C4OC)N=C3N2C=C1)NC1=C(CC)C=CC=C1CC,1-1,H05,0.495,0.337
CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)NCCCOCCOC)OC(=O)CCCCCCCCCCCCC,1-1,H06,1.059,1.052
OC1=CC=C(OC(P(O)(O)=O)(P(O)(O)=O)C)C=C1,1-1,H07,1.032,1.013
O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H]2[C@@H]1O2,1-1,H08,1.052,1.044
O=S(NC1=NC=C(C)N=C1OC)(C1=CC=CN=C1C1=CC=C(C2=NN=CO2)C=C1)=O,1-1,H09,1.056,1.044
C1(NC2=CN(C3CCOCC3)N=C2)=NC=C2N=NN(C3=CC4=C(C=C3)C=NN4)C2=N1,1-1,H10,1.057,1.048
C[N+]1(C)CCC2=C(C=C3OCOC3=C2)[C@@H]1[C@H]1OC(=O)C2=C3OCOC3=CC=C12,1-1,H11,1.077,1.067
S=C(OC1C2C3CCCC3C(C1)C2)S[K],11-1,A02,0.047,0.051
O=C([C@H]1CC[C@H](O)CC1)O,11-1,A03,1.255,1.23
CC1=CC2=C(N1)N=CN=C2OC1=C(C)C=CC(C(NC2=CC=C(CN3CCN(CC)CC3)C(C(F)(F)F)=C2)=O)=C1,11-1,A04,1.168,1.165
OC1=CC(CO)=CC=C1,11-1,A05,1.267,1.25
O[C@@H]1[C@@]2([H])O[Au+][SH-]C2O[C@H](CO)[C@H]1O,11-1,A06,0.98,0.983
O=C([C@@H]1N2C(=O)[C@@H](NC(C3=C(C)ON=C3C3=C(Cl)C=CC=C3F)=O)[C@@]2([H])SC1(C)C)O[Na],11-1,A07,0.05,0.046
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=C(N=C=S)C=C2,11-1,A08,1.282,1.258
CN[C@@H]1CC2=CC=CC3=C2N(C1)C(=O)N3,11-1,A09,1.289,1.25
O=CC1=COC=C1,11-1,A10,1.3,1.269
C[C@@H](O)CCO,11-1,A11,1.302,1.284
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C(N=C=S)=CC=C2,11-1,B02,1.265,1.237
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=CC(C(O)=O)=C2,11-1,B03,1.263,1.243
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=C(C(O)=O)C=C2,11-1,B04,1.262,1.248
O=C1NC(=O)C(C(O)=O)=CN1,11-1,B05,1.262,1.24
NC1=NC(OC)=NC=C1,11-1,B06,1.281,1.271
O=C(N(CC(C(O)=O)CC1=CC=CC=C1)O)CC1=CC=CC=C1,11-1,B07,1.282,1.256
O=C(N1CCN(CC(N2CCOCC2)=O)CC1)N1[C@](C)(C2=CC=C(Cl)C=C2)[C@](C)(C2=CC=C(Cl)C=C2)N=C1C1=CC=C(C(C)(C)C)C=C1OCC,11-1,B08,0.575,0.773
N=C(C1=CC=CC(C[C@@H](C(OC)=O)[C@H](NC(C2=CC=C(C3=CC=[N+]([O-])C=C3)C=C2)=O)C)=C1)N,11-1,B09,1.29,1.267
O=C(O)[C@@H]1[C@@H]([C@@](N)(CC2C3=C(C=CC=C3)OC3=C2C=CC=C3)C(O)=O)C1,11-1,B10,1.302,1.282
N[C@@H](CC1=CC=CC=C1)C1=NC=CS1,11-1,B11,1.313,1.298
[H][C@]12[C@]3([H])[C@@H](OC(S[K])=S)C[C@]([H])([C@@]1([H])CCC2)C3,11-1,C02,0.048,0.048
O=C(O)[C@@H]1NCCC1,11-1,C03,1.264,1.25
O=C1[C@H](C)NC(=O)CN1,11-1,C04,1.254,1.25
O=C(C1=C(N([C@H]2CC[C@H](O)CC2)C([C@H]2CC[C@H](C)CC2)=O)C=C(C#CC(C)(C)C)S1)O,11-1,C05,1.034,0.938
O=C(OC)[C@H](CC1C=NC=N1)NCC12C[C@H]3C[C@@H](C1)C[C@H](C3)C2,11-1,C06,1.238,1.259
O=C(O)C(CCCC)O,11-1,C07,1.236,1.249
CCC[C@H](C1=CC2=C(C=C1)OCO2)NC(N1[C@@H](OC2=CC=C(C(N3CCN(C)CC3)=O)C=C2)C(CC)(CC)C1=O)=O,11-1,C08,1.361,1.393
O=CC1=CC=CC(O)=C1,11-1,C09,1.262,1.263
O=C(OC)CC1=CC=CC=C1,11-1,C10,1.277,1.258
O=C(O[Na])CNC(C1=CC=C(N)C=C1)=O,11-1,C11,1.31,1.289
N1=CC=CN1,11-1,D02,1.268,1.236
O=C1[C@]([H])([C@@H](C)O)[C@@H]2N1C(C(O[Na])=O)=C([C@@H]1OCCC1)S2,11-1,D03,0.048,0.051
O=C1C(C(NNC(CCCCCCCCCCCC)=O)=O)=C(O)C2=CC=CC=C2N1CC,11-1,D04,1.091,1.217
OC1=C([C@@H](C2=CC=CC=C2)CCN(C(C)C)C(C)C)C=C(CO)C=C1,11-1,D05,1.24,1.239
OC1=C(C(C2=CC=CC=C2)CCN(C(C)C)C(C)C)C=C(CO)C=C1,11-1,D06,1.226,1.231
O=C1C2=CC=CC(O)=C2CCC1,11-1,D07,1.224,1.218
O=C(NC1=NC2=CC=CC=C2N1)C1=CC=CC([N+]([O-])=O)=C1,11-1,D08,1.213,1.216
CC1(C)C=CC2=CC(C(C)=O)=CC=C2O1,11-1,D09,1.252,1.273
CC1=CC(=O)C(C(C)C)=C/C1=N\O,11-1,D10,1.258,1.254
O=C(OC)C1=CNC2=CC=CC=C12,11-1,D11,1.29,1.28
CC(O)CCO,11-1,E02,1.256,1.23
CCOC(=O)CCN(C(=O)C1=CC=C2C(=C1)N=C(CNC1=CC=C(C(=N)N)C=C1)N2C)C1=CC=CC=N1,11-1,E03,1.27,1.257
O=CC1=CC=CN1,11-1,E04,1.228,1.248
O=CC[C@H](O)[C@H](O)CO,11-1,E05,1.239,1.26
O=CC1=CC=CC=C1OC,11-1,E06,1.212,1.233
O=CC1=CC=CC(C)=C1,11-1,E07,1.209,1.229
O[C@@H](C)C1=CC=CC=C1,11-1,E08,1.223,1.233
C[C@H](C1=CC=C(CC(C)C)C=C1)C(O)=O,11-1,E09,1.255,1.292
O=C[C@H]([C@@H]([C@H](CO)O)O)O,11-1,E10,1.253,1.244
O=C(NC1=CC(C)=NC2=C(F)C=C(F)C=C12)NC1=CC=C(N(C)C)C=C1,11-1,E11,1.304,1.298
C[C@H](O)CO,11-1,F02,1.249,1.228
O=C(CC1=CC=CC(OC(F)(F)F)=C1)NC1=NN=C(CCCCC2=NN=C(N)S2)C=C1,11-1,F03,1.283,1.275
O=C1N(C2=CC=C(C)C(NC(C=C)=O)=C2)C2=C(C=C1)C=NC1=CC=C(C3=CC=C(NS(=O)(C)=O)C=C3)C=C21,11-1,F04,1.251,1.257
O=C1C2=C(OC(C3=CC=CN=C3)=N2)C(=O)C2=CC=CC=C12,11-1,F05,0.047,0.045
O=C1[C@]2([H])CC3=C([C@H](C4=CC=C5OCOC5=C4)N2C(=O)CN1C)NC1=C3C=CC=C1,11-1,F06,1.265,1.302
O=C1N(C2C(NC(CC2)=O)=O)CC3=C(N)C=CC=C31.[0.5 H2O],11-1,F07,1.227,1.261
C=CCN1CCC2=C(CC1)SC(N)=N2,11-1,F08,1.227,1.256
O=C(O[C@@]1([H])C[N@]2CC[C@@H]1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,11-1,F09,1.252,1.245
O[C@H]1[C@]([H])(O[C@H]2[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@]3([H])[C@@](C)([C@@H](CC)OC(=O)[C@H](C)C(=O)[C@@H]2C)OC(=O)N3CCCCN2C=C(C3=CC=CN=C3)N=C2)O[C@H](C)C[C@@H]1N(C)C,11-1,F10,0.074,0.071
OC1=CC=C2C(=C1)CC[C@H](C1=CC=CC=C1)[C@@H]2C1=CC=C(OCCN2CCCC2)C=C1,11-1,F11,0.153,0.323
O=C(OCC(CC)CCCC)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,11-1,G02,1.292,1.255
O=C(C1=C(COC(C)=O)CS[C@@]2([H])N1C(=O)[C@H]2NC(/C(C1=CSC(N)=N1)=N\OC)=O)O[Na],11-1,G03,0.045,0.046
O=C(O)CCC/C=C1\C[C@@]2([H])C[C@@H](O)[C@H](/C=C/[C@@H](O)C(C)CC#CC)[C@@]2([H])C1,11-1,G04,1.257,1.246
[Na2[Fe(CN)5NO].2H2O],11-1,G05,1.263,1.275
O=C1[C@@H](O[C@]2([H])O[C@H](C)[C@@H](O)[C@H](O[C@]3([H])O[C@H](C)[C@H](O)[C@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@](O)(C)C4)C3)C2)[C@@]([C@H](OC)C([C@@H](O)[C@H](O)C)=O)([H])CC2=CC3=CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@]5([H])O[C@H](C)[C@@H](O)[C@H](O)C5)C4)=C(C)C(O)=C3C(O)=C12,11-1,G06,0.049,0.052
O=C[C@H](NC(C)=O)[C@H]([C@@H]([C@@H](CO)O)O)O,11-1,G07,1.271,1.283
O=C(C1=C(COC(C)=O)CSC2N1C(=O)C2NC(CSC1=CC=NC=C1)=O)O[Na],11-1,G08,0.047,0.048
O=C(C1=CN(CC)C2=C(C=CC(C3=CC=NC=C3)=C2)C1=O)O,11-1,G09,0.045,0.05
COCCOC1=CN=C([N-]S(=O)(=O)C2=CC=CC=C2)N=C1,11-1,G10,1.274,1.249
O=C(OCC)[C@H](CC1=CC=C(NC2=NC=CC3=C2C=NC=C3)C=C1)NC1=C(Br)C(=O)C12CCCCC2,11-1,G11,1.367,1.348
O=C([C@H]1C(C)(C)S[C@]2([H])[C@H](/N=C/N3CCCCCC3)C(=O)N12)O,11-1,H02,1.079,1.074
O=C(N[C@@H]1C(=O)N[C@H](CC)C(=O)N2[C@@]([H])(CCC2)C(=O)N(C)[C@@H](CC2=CC=C(N(C)C)C=C2)C(=O)N2[C@@]([H])(CC(=O)CC2)C(=O)N[C@@H](C2=CC=CC=C2)C(=O)O[C@@H]1C)C1=NC=CC=C1O,11-1,H03,0.048,0.047
O=C1C(Br)=C(N[C@H](C(O)=O)CC2=CC=C(NC3=NC=CC4=CC=NC=C34)C=C2)C12CCCCC2,11-1,H04,1.275,1.268
O=C(O)C1=NC=C(O)N=C1,11-1,H05,1.279,1.257
CCCCCCCC(/C=C/C1=CC=C(O)C(OC)=C1)=O,11-1,H06,0.241,0.342
NC1=C2C(=NC=N1)NN=C2C1=CC=C(OC2=CC=CC=C2)C=C1,11-1,H07,1.276,1.27
O=C(C1=C(SC2CN(C3=NCCS3)C2)[C@H](C)[C@@]2([H])N1C(=O)[C@]2([H])[C@H](O)C)O,11-1,H08,0.045,0.045
O=C1CCC2=C(C)N=C(C)N=C2N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,11-1,H09,1.3,1.275
O=C([C@H]1/C(=C/CO)O[C@]2([H])CC(=O)N12)O[Li],11-1,H10,0.046,0.046
O=C(O)C1=CC=C(N2C(=S)N(C3=CC=C(C#N)C(C(F)(F)F)=C3)C(=O)C2(C)C)C=C1F,11-1,H11,1.304,1.292
OC(CNC(C)C)COC1=CC=C(COCCOC(C)C)C=C1.OC(/C=C/C(O)=O)=O.[1/2],11-2,A02,1.216,1.211
O=C(NCC1=C(C)C=C(C)NC1=O)C1=CC(C2=CC=C(N3CCN(CC4CC4)CC3)N=C2C)=CC(N(C(C2CC2)=O)CC)=C1C,11-2,A03,1.229,1.232
O=C(C1=C(C(C)C)N(CC[C@H](O)C[C@H](O)CC(O)=O)C(C2=CC=C(F)C=C2)=C1C1=CC=CC=C1)NC1=CC=CC=C1,11-2,A04,1.208,1.203
O=C(C(F)(F)CCCC)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,11-2,A05,1.228,1.22
OC1=C(O)C=CC(C[C@@](C)(C(O)=O)N)=C1.[1.5H2O],11-2,A06,1.245,1.23
N12[O-][Zn+2]3(S=C1C=CC=C2)[O-]N1C=CC=CC1=S3,11-2,A07,0.047,0.048
CN1[C@@H]2CC[C@H]1CC(OC(C1=CC=CC=C1)C1=CC=CC=C1)C2,11-2,A08,1.247,1.235
CC(C([O-])=O)C1=CC(OC2=CC=CC=C2)=CC=C1.O.[0.5Ca2+],11-2,A09,1.256,1.242
C[C@]1(/C2=C/C(N3)=C4C)C(C(/C=C(C(C)=C/5C=C)\NC5=C/C6=N/C(C(CCC(OC)=O)=C6C)=C\C3=C4CCC(O)=O)=N2)=CC=C(C(OC)=O)[C@H]1C(OC)=O.C[C@]7(/C8=C/C(N9)=C%10C)C(C(/C=C(C(C)=C/%11C=C)\NC%11=C/C%12=N/C(C(CCC(O)=O)=C%12C)=C\C9=C%10CCC(OC)=O)=N8)=CC=C(C(OC)=O)[C@H]7C(OC)=O,11-2,A10,0.11,0.116
O=C(C1=C(CSC2=NN=NN2C)CS[C@@]2([H])N1C(=O)[C@H]2NC([C@H](NC(N1C(=O)C(=O)N(CC)CC1)=O)C1=CC=C(O)C=C1)=O)O[Na],11-2,A11,0.045,0.046
O=C(N)C(CC)N1C(=O)CCC1,11-2,B02,1.216,1.213
O=C([C@H]1C(C)(C)S[C@]2([H])[C@H](NC([C@H](NC(N3CCNC3=O)=O)C3=CC=CC=C3)=O)C(=O)N12)O[Na],11-2,B03,0.046,0.048
O=C1C(CC(C)C)CN2CCC3=CC(OC)=C(OC)C=C3C2C1,11-2,B04,1.227,1.208
O=C(C1=CC=C(OCCCCC2=CC=CC=C2)C=C1)NC3=C4C(C(C=C(C5=NN=NN5)O4)=O)=CC=C3.[1/2].O,11-2,B05,1.265,1.258
CNC1=O[Gd+3]234567O=C(NC)CN2(CCN3(CCN4(CC(=O)[O-]5)C1)CC(=O)[O-]6)CC(=O)[O-]7,11-2,B06,1.203,1.188
OCCOCCN(CC1)CCN1C2=NC(C=CC=C3)=C3SC4=C2C=CC=C4.O=C(O)/C=C/C(O)=O.[0.5],11-2,B07,1.23,1.211
CC(C)(C)O/N=C/C1=C2C(=NC3=CC=CC=C13)C1=CC3=C(COC(=O)[C@]3(O)CC)C(=O)N1C2,11-2,B08,1.227,1.217
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12,11-2,B09,0.045,0.045
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1C2=C(C=CC=C2)C[C@H]1O,11-2,B10,1.28,1.276
O=C(C(C1=O)=CN2[C@@H](C)COC3=C(N4CCN(C)CC4)C(F)=CC1=C23)O.[0.5H2O],11-2,B11,0.046,0.046
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1,11-2,C02,0.047,0.047
N#[C-][Co+3]1234N5=CN(C6OC(CO)C(OP([O-])(=O)OC(C)CNC(=O)CCC7(C)C(CC(N)=O)C8C9(C)N1=C(C(CCC(N)=O)C9(CC(N)=O)C)C(C)=C1N2=C(C=C2C(C)(C)C(CCC(N)=O)C(=N32)C(C)=C7[N-]48)C(CCC(N)=O)C1(CC(N)=O)C)C6O)C1=C5C=C(C)C(C)=C1,11-2,C03,1.234,1.23
O=C1N2CCC[C@@]2([H])C(=O)N[C@H](C(N)=O)CSSCCC(=O)N[C@@H](CCCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@]1([H])CC1=CNC2=CC=CC=C12,11-2,C04,1.227,1.217
O=C([C@@H]1N2C(=O)[C@@H](NC([C@@H](C3=CC=C(O)C=C3)N)=O)[C@@]2([H])SC1(C)C)O[Na],11-2,C05,0.046,0.047
NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,11-2,C06,1.243,1.225
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1,11-2,C07,0.046,0.046
O=S(C1=NC2=CC=C(OC)C=C2N1[Na])CC1=NC=C(C)C(OC)=C1C,11-2,C08,1.256,1.236
[H][C@@]12C(=O)CCC13CC[C@@H](C)C2(C)[C@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)C[C@@](C)(C=C)[C@@H](O)[C@@H]3C,11-2,C09,0.045,0.046
O[C@H](CNCCOC1=CC=CC=C1OC)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,11-2,C10,1.208,1.212
O[C@@H](CNCCOC1=CC=CC=C1OC)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,11-2,C11,1.254,1.243
O=P(C(Cl)(Cl)P(O)(O[Na])=O)(O)O[Na],11-2,D02,1.217,1.212
C#C[C@]1(OC(CCCCCC)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C,11-2,D03,1.164,1.146
CC1[C@]2([H])[C@@](O)(C)[C@@H](CC)OC(=O)[C@H](C)[C@@]([H])(O[C@]3([H])O[C@@H](C)[C@H](O)[C@](C)(OC)C3)[C@H](C)[C@@H](O[C@]3([H])O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@](O)(C)C[C@@]([H])(C)[C@]1([H])N[C@@H](COCCOC)O2,11-2,D04,0.048,0.047
C/C=C(/C)C(O[C@H]1C(C)=C[C@@]23[C@]1(O)[C@H](O)C(CO)=C[C@]([H])(C2=O)[C@@]1([H])[C@]([H])(C1(C)C)C[C@H]3C)=O,11-2,D05,1.218,1.195
O=C([O-])C[C@H](O)C[C@H](O)/C=C/C1=C(C2=CC=C(F)C=C2)C3=CC=CC=C3N=C1C4CC4.[0.5Ca2+],11-2,D06,1.228,1.224
CC(C)[N+]1(C)[C@H]2CC[C@H]1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,11-2,D07,1.201,1.186
O=S(C1=CC=C(N)C=C1)(N([Na])C1=NC(OC)=NC(OC)=C1)=O,11-2,D08,0.896,0.896
O=C1C(CC2=CC=C(C(C)C(O[Na])=O)C=C2)CCC1,11-2,D09,1.249,1.237
OC(COC1=C2C(=O)C=C(C(O[Na])=O)OC2=CC=C1)COC1=C2C(=O)C=C(C(O[Na])=O)OC2=CC=C1,11-2,D10,1.267,1.242
O[C@@H](C[C@@H](O)CC(O[Na])=O)CC[C@H]1[C@@H](C)C=CC2=C[C@@H](O)C[C@H](OC([C@@H](C)CC)=O)[C@]12[H],11-2,D11,1.273,1.263
O=C(O[Na])C1=C(O)C=CC(/N=N/C2=CC(C(O[Na])=O)=C(O)C=C2)=C1,11-2,E02,1.237,1.227
O=C(C1=CC(S(=O)(N)=O)=C(Cl)C=C1NCC1=CC=CO1)O[Na],11-2,E03,1.237,1.232
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,11-2,E04,0.599,0.763
O=C(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COC2=CC=CC(C(F)(F)F)=C2)[C@H](O)C[C@@H]1O,11-2,E05,1.125,1.145
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,11-2,E06,1.207,1.213
[H][C@]12SCC(CN3C=CC(=N)N3CCO)=C(C(=O)O)N1C(=O)[C@H]2NC(=O)/C(=N\OC)C1=CSC(N)=N1,11-2,E07,0.045,0.045
O=S(C1CC2=C/C(=N/NC(N)=O)C(=O)C=C2N1C)(O[Na])=O,11-2,E08,1.226,1.218
ClCC/C(C1=CC=CC=C1)=C(/C1=CC=C(OCCO)C=C1)C1=CC=CC=C1,11-2,E09,0.714,0.72
CC(N1CCN(C2=CC=C(OC[C@H]3O[C@](CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)OC3)C=C2)CC1)=O,11-2,E10,0.146,0.139
OC[C@@]([C@](CC1)(C[C@@H](O[C@@](O[C@@H](C)[C@H](O)[C@H]2O)([H])[C@@H]2O)C3)O)([C@@H]3O)[C@]([C@@H](C[C@@]45C)O)([H])[C@]1([H])[C@]4(CC[C@@H]5C(CO6)=CC6=O)O.[8 H2O],11-2,E11,1.266,1.254
O=C1[C@@H](CC(C)C)CN2CCC3=CC(OC)=C(OC)C=C3[C@]2([H])C1.[relative stereochemistry],11-2,F02,1.218,1.207
O=C([C@H]1N(C([C@@H](N[C@H](C(OCC)=O)CCC2=CC=CC=C2)C)=O)[C@@]2([H])CCCC[C@]2([H])C1)O,11-2,F03,1.241,1.224
O=C([C@@H]1N2C(=O)[C@@H](NC([C@@H](C3=CC=CC=C3)N)=O)[C@@]2([H])SC1(C)C)O[Na],11-2,F04,0.046,0.046
